UnitID,unit_name,bus_name,x,y,capacity,technology,marginal_cost,carbon_intensity
1029,SGRWO-3,GB7-275,-1.741,56.588,360,offwind,0.02,
1030,SGRWO-4,GB7-275,-1.741,56.588,588,offwind,0.02,
1031,SGRWO-5,GB7-275,-1.741,56.588,35,offwind,0.02,
1032,SGRWO-6,GB7-275,-1.741,56.588,1764,offwind,0.02,
1033,SHBA-1,way/313180501-400,-0.131836,53.618579,50,gas,20.1,
1034,SHBA-2,way/313180501-400,-0.131836,53.618579,32,gas,20.1,
1035,SHRSO-1,way/32227788-400,1.147,53.135,100,offwind,0.02,
1036,SHRSO-2,way/32227788-400,1.147,53.135,50,offwind,0.02,
1037,TKNEW-1,way/32227788-400,0.9,53.4,50,offwind,0.02,
1038,TKNWW-1,way/32227788-400,0.9,53.4,6,offwind,0.02,
1039,WDNSO-1,way/280317944-220,-3.768311,53.923751,100,offwind,0.02,
1040,WDNSO-2,way/280317944-220,-3.768311,53.923751,100,offwind,0.02,
1041,WHILW-1,GB22-400,-3.463,53.983,20,onwind,1.5,
1042,WHILW-2,GB22-400,-3.463,53.983,1764,onwind,1.5,
1043,WLNYO-2,GB22-400,-3.522,54.044,300,offwind,0.02,
1044,WLNYO-3,GB22-400,-3.522,54.044,300,offwind,0.02,
1045,WLNYO-4,GB22-400,-3.522,54.044,522,offwind,0.02,
1046,WLNYW-1,GB22-400,-3.522,54.044,522,offwind,0.02,
1047,WTMSO-1,way/635836276-275,0.681152,53.943155,94,offwind,0.02,
1048,BEATO-2,way/1262971878,-3.07,58.13,504,offwind,0.02,
1049,THNTO-2,way/87953830-400,1.461182,51.385495,504,offwind,0.02,
1050,THNTO-1,way/87953830-400,1.461182,51.385495,504,offwind,0.02,
1051,GRGBW-1,way/576238223-400,1.713867,52.066,117.3,offwind,0.02,
1052,GRGBW-2,way/576238223-400,1.713867,52.066,1075,offwind,0.02,
1053,GRGBW-3,way/576238223-400,1.713867,52.066,522,offwind,0.02,
1054,SGRWO-1,GB7-275,-1.741,56.588,36.9,offwind,0.02,
1055,ABRBO-1,GB7-275,-1.98333,57.2167,96.8,offwind,0.02,
1056,OMNDO-1,GB22-400,-3.4,54.1,41.4,offwind,0.02,
