NationalGridBmUnit,lat,lon,capacity,carrier
KEAD-1,53.585984,-0.494385,735.0,fossil
KEAD-2,53.5952,-0.7522,893.0,fossil
KEADGT-3,53.585984,-0.494385,735.0,fossil
KENNW-1,55.49,-3.916,62.0,onwind
KILBW-1,58.0395,-4.0564,67.5,onwind
KILLPG-1,53.65952,-0.25511,600.0,fossil
KILLPG-2,53.65952,-0.25511,600.0,fossil
KLGLW-1,55.05,-4.76528,239.0,onwind
KPMRW-1,55.679,-4.069,88.4,onwind
KTHLW-1,55.817272,-2.825456,4.5,onwind
KYPEW-1,55.629,-4.063,88.4,onwind
LAGA-1,50.492463,-3.966064,885.0,fossil
LARKS-1,51.57851,-2.477369,49.9,solar
LARYO-1,51.645294,1.362305,630.0,offwind
LARYO-2,51.645294,1.362305,630.0,offwind
LARYO-3,51.645294,1.362305,630.0,offwind
LARYO-4,51.645294,1.362305,630.0,offwind
LBAR-1,52.22107,-0.230713,0.0,fossil
LBAR-1G,52.22107,-0.230713,0.0,fossil
LCLTW-1,57.73935,-4.559326,51.0,onwind
LNCSO-1,53.265213,0.527344,270.0,offwind
LNCSO-2,53.265213,0.527344,270.0,offwind
MEDP-1,51.378638,0.889893,735.0,fossil
MIDMW-1,55.495,-3.776,51.0,onwind
MILWW-1,57.219608,-4.866943,65.0,onwind
MKHLW-1,55.160043,-4.822998,56.0,onwind
MOWEO-1,58.16708,-2.69852,950.0,offwind
MOWEO-2,58.16708,-2.69852,950.0,offwind
MOWEO-3,58.16708,-2.69852,950.0,offwind
MRWD-1,50.903033,-1.351318,840.0,fossil
NANT-1,56.163906,-5.251465,15.0,hydro
PEHE-1,57.527622,-1.867676,1180.0,fossil
PEHE-2,57.527622,-1.867676,1180.0,fossil
PEHED-1,57.4772,-1.78888,1180.0,fossil
PEMB-11,51.684368,-4.996378,2181.0,fossil
PEMB-21,51.684368,-4.996378,2181.0,fossil
PEMB-31,51.684368,-4.996378,2181.0,fossil
PEMB-41,51.684368,-4.996378,2181.0,fossil
PEMB-51,51.684368,-4.996378,2181.0,fossil
RATS-1,52.855864,-1.219482,2116.0,fossil
RATS-2,52.855864,-1.219482,2116.0,fossil
RATS-3,52.855864,-1.219482,2116.0,fossil
RATS-4,52.855864,-1.219482,2116.0,fossil
RATSGT-2,52.855864,-1.219482,2116.0,fossil
RATSGT-4,52.855864,-1.219482,2116.0,fossil
RCBKO-1,53.276,0.841,573.0,offwind
RCBKO-2,53.276,0.841,573.0,offwind
RMPNO-1,50.67,-0.27,400.0,offwind
RMPNO-2,50.67,-0.27,400.0,offwind
ROCK-1,53.330873,-2.592773,0.0,fossil
RREW-1,54.75,-3.716667,174.0,offwind
RRWW-1,54.75,-3.716667,174.0,offwind
RYHPS-1,51.815407,-0.285645,715.0,fossil
SAKNW-1,55.346,-4.025,86.4,onwind
SANQW-1,55.322673,-4.023363,31.05,onwind
SCCL-1,53.833081,-0.131836,1200.0,fossil
SCCL-2,53.833081,-0.131836,1200.0,fossil
SCCL-3,53.833081,-0.131836,1200.0,fossil
SEAB-1,51.481383,-2.614746,1140.0,fossil
SEAB-2,51.481383,-2.614746,1140.0,fossil
SEEL-1,52.8078,-0.1321,950.0,fossil
SFGSD-1,distributed,distributed,0.0,demand_flex
SFGSD-2,distributed,distributed,0.0,demand_flex
SGRWO-2,56.588,-1.741,1075.0,offwind
SGRWO-3,56.588,-1.741,1075.0,offwind
SGRWO-4,56.588,-1.741,1075.0,offwind
SGRWO-5,56.588,-1.741,1075.0,offwind
SGRWO-6,56.588,-1.741,1075.0,offwind
SHBA-1,53.618579,-0.131836,1365.0,fossil
SHBA-2,53.618579,-0.131836,1365.0,fossil
SHRSO-1,53.135,1.147,317.0,offwind
SHRSO-2,53.135,1.147,317.0,offwind
SIZB-1,55.813629,-2.054443,1198.0,nuclear
SIZB-2,55.813629,-2.054443,1198.0,nuclear
SLOY-2,56.200593,-4.735107,152.5,hydro
SLOY-3,56.200593,-4.735107,152.5,hydro
SPLN-1,52.816043,-0.252686,950.0,fossil
STAY-1,53.041213,-0.98877,1850.0,fossil
STAY-2,53.041213,-0.98877,1850.0,fossil
STAY-3,53.041213,-0.98877,1850.0,fossil
STAY-4,53.041213,-0.98877,1850.0,fossil
SFERD-1,distributed,distributed,0.0,demand_flex
STLGW-1,57.081,-4.056,228.0,onwind
STLGW-2,57.081,-4.056,228.0,onwind
STLGW-3,57.081,-4.056,228.0,onwind
STRNW-1,58.385271,-3.89086,67.7,onwind
SUTB-1,52.62306,0.098877,0.0,fossil
SVRP-10,51.740636,-3.065186,832.0,fossil
SVRP-20,51.740636,-3.065186,832.0,fossil
TDBNW-1,55.77,-2.81,27.6,onwind
TKNEW-1,53.4,0.9,857.0,offwind
TKNWW-1,53.4,0.9,857.0,offwind
TORN-1,53.370221,-4.405518,1190.0,nuclear
TORN-2,53.370221,-4.405518,1190.0,nuclear
TORND-1,55.968,-2.40908,1190.0,nuclear
TRLGW-1,55.23,-4.81,18.8,onwind
TSREP-1,54.5768,-1.12042,0.0,fossil
TWSHW-1,55.3142,-3.9185,37.8,onwind
WBURB-1,53.363665,-0.53833,1332.0,fossil
WBURB-2,53.363665,-0.53833,1332.0,fossil
WBURB-3,53.363665,-0.53833,1332.0,fossil
WBURB-41,53.364,-0.538,49.0,battery
WBURB-43,53.364,-0.538,49.0,battery
WDNSO-1,53.923751,-3.768311,389.0,offwind
WDNSO-2,53.923751,-3.768311,389.0,offwind
WDRGW-1,55.244,-4.306,43.0,onwind
WHIHW-1,55.32,-4.02,27.0,onwind
WHILW-1,53.983,-3.463,539.0,onwind
WHILW-2,53.983,-3.463,539.0,onwind
WHLWB-1,55.6954,-4.17331,50.0,battery
WILCT-1,54.5894,-1.1185,0.0,fossil
WISHB-1,55.76927,-3.93867,50.0,battery
WISTW-2,56.844014,-2.374558,90.0,onwind
WLNYO-2,54.044,-3.522,1026.2,offwind
WLNYO-3,54.044,-3.522,1026.2,offwind
WLNYO-4,54.044,-3.522,1026.2,offwind
WLNYW-1,54.044,-3.522,1026.2,offwind
WTMSO-1,53.943155,0.681152,210.0,offwind
WYLF-1,51.465278,0.241667,1190.0,nuclear
WYLF-2,51.465278,0.241667,1190.0,nuclear
WYLF-3,51.465278,0.241667,1190.0,nuclear
WYLF-4,51.465278,0.241667,1190.0,nuclear
AG-CBS06B,53.22386,-1.37484,20.0,battery
AG-HEL00G,53.787,-2.643,49.0,battery
AG-HEL0DN,56.166,-3.204,50.0,battery
AG-HEL0CP,56.324,-2.995,50.0,battery
COVNB-1,52.409,-1.508,50.0,battery
PINFB-2,53.265694444444,-2.9435833333333,100.0,battery
PINFB-1,53.265694444444,-2.9435833333333,100.0,battery
ARNKB-1,52.61,-2.0,41.0,battery
PINFB-4,53.265694444444,-2.9435833333333,100.0,battery
FARNB-1,51.21,-0.791,20.0,battery
NURSB-1,50.942355,-1.484869,50.0,battery
FFSE01,55.016,-1.473,25.0,battery
POTES-1,54.977384,-1.455827,35.0,battery
KEMB-1,51.364,0.737,50.0,battery
AG-ZEN03J,51.302,0.477,29.0,battery
PNYCB-1,51.709,-3.564,22.0,battery
NFSE02,55.907,-3.588,30.0,battery
AG-GEDF02,53.197,-2.254,20.0,battery
AG-GEDF01,53.197,-2.254,20.0,battery
ZEN02A,52.07,0.591,20.0,battery
DINO-5,53.008173,-3.977051,1764.0,PHS
AG-LLIM02,51.018497,-3.157186,30.0,battery
DINO-4,53.008173,-3.977051,1764.0,PHS
PINFB-3,53.265694444444,-2.9435833333333,100.0,battery
FFES-2,57.237449,-4.361572,360.0,PHS
BEATO-2,58.13,-3.07,588.0,offwind
ARBRB-1,56.56497,-2.619634,35.0,battery
DINO-3,53.008173,-3.977051,1764.0,PHS
AG-ASTK05,52.197,0.126,50.0,battery
AG-LLIM01,51.516,-2.652,32.0,battery
DOLLB-1,51.6,0.56,100.0,battery
CUPAB-1,56.316,-3.013,50.0,battery
AG-MSTK01,53.791,-0.405,50.0,battery
AG-JSTK02,51.231,-0.334,6.0,battery
AG-HSTK02,51.615,-1.962,100.0,battery
AG-HSTK01,51.615,-1.962,100.0,battery
HAWKB-1,51.013772,-2.208174,20.0,battery
DINO-2,53.008173,-3.977051,1764.0,PHS
THNTO-2,51.385495,1.461182,300.0,offwind
THNTO-1,51.385495,1.461182,300.0,offwind
CLDNW-1,55.310391,-3.35083,522.0,onwind
CLDSW-1,55.310391,-3.35083,522.0,onwind
DUNGW-1,57.25148,-4.255802,94.0,onwind
GRGBW-1,52.066,1.713867,504.0,offwind
GRGBW-2,52.066,1.713867,504.0,offwind
GRGBW-3,52.066,1.713867,504.0,offwind
HADHW-1,55.247815,-4.702148,117.3,onwind
SGRWO-1,56.588,-1.741,1075.0,offwind
CLDCW-1,55.310391,-3.35083,522.0,onwind
CLDRW-1,57.308724,-2.922363,36.9,onwind
ABRBO-1,57.2167,-1.98333,96.8,offwind
EDINW-1,57.279043,-6.229248,41.4,onwind
FSDLW-1,55.780803,-5.479859,22.5,onwind
MYGPW-1,55.248768,-3.514802,25.0,onwind
OMNDO-1,54.1,-3.4,150.0,offwind
PNYCW-1,51.710658,-3.561358,228.0,onwind
SOKYW-1,55.317,-4.2,240.0,onwind
EAS-SEL01,distributed,distributed,0.0,demand_flex
SEE-PGU01,distributed,distributed,0.0,demand_flex
YEP-ATL01,distributed,distributed,0.0,demand_flex
YEP-PGU01,distributed,distributed,0.0,demand_flex
