ID,Project/Plant Name,Status,Rated Power (kW),Discharge Duration at Rated Power (hrs),Storage Capacity (kWh),Applications.Bulk Energy Services (General Energy Applications).0,Applications.Bulk Energy Services (General Energy Applications).1,Applications.Bulk Energy Services (General Energy Applications).2,Applications.Ancillary Services.0,Applications.Ancillary Services.1,Applications.Ancillary Services.2,Applications.Ancillary Services.3,Applications.Ancillary Services.4,Applications.Ancillary Services.5,Applications.Transmission Infrastructure Services.0,Applications.Transmission Infrastructure Services.1,Applications.Distribution Infrastructure Services.0,Applications.Customer Energy Management Services (End-User Services).0,Applications.Customer Energy Management Services (End-User Services).1,Applications.Customer Energy Management Services (End-User Services).2,Applications.Customer Energy Management Services (End-User Services).3,Applications.Others.0,Paired Grid Resources,Description/Notes,URL,Country,City,County,State/Province,Street Address,Postal Code,Latitude,Longitude,Announced Date,Commissioned Date,Constructed Date,Decommissioned Date,Latest Update Date,Project Data Validated?,Grid Interconnection Level,Interconnection Type,ISO/RTO,System Operator,Utility Type,Utility ID,Number of Subsystems,Energy Storage Technology Provider,Power Electronics Provider,Installer,Developer,O&M Contractor,EPC 1,EPC 2,EPC 3,Ownership Model,Ownership Model (Other),Owner(s),Captial Expenditure - CAPEX (USD),Annual Operational Cost - OPEX (USD),Annual Maintenance or Warranty Cost (USD),Projected Payback Period (years),Debt Provider,Funding Source 1,Funding Source Amount 1 (USD),Funding Source 2,Funding Source Amount 2 (USD),Funding Source 3,Funding Source Amount 3 (USD),Contact Information: Name,Contact Information: Email Address,Contact Information: Phone Number,Subsystems.0.Subsystem Name,Subsystems.0.ID,Subsystems.0.Storage Device.Technology Broad Category,Subsystems.0.Storage Device.Technology Mid-Type,Subsystems.0.Storage Device.Technology Sub-Type,Subsystems.0.Storage Device.Storage Capacity (kWh),Subsystems.0.Storage Device.Round-trip Efficiency (%),Subsystems.0.Storage Device.Depth of Discharge (%),Subsystems.0.Storage Device.Warranty Lifetime (cycles),Subsystems.0.Storage Device.Warranty Lifetime (years),Subsystems.0.Storage Device.Storage Operating Temperature (deg C),Subsystems.0.Storage Device.Specific Energy (kWh/ton-metric),Subsystems.0.Storage Device.Energy Density (kWh/m^3),Subsystems.0.Storage Device.Footprint (m^2/MWh),Subsystems.0.Storage Device.Number of Cells,Subsystems.0.Power Conversion System.Rated Power (kW),Subsystems.0.Power Conversion System.Maximum Charge Power (kW),Subsystems.0.Power Conversion System.Maximum Discharge Power (kW),Subsystems.0.Power Conversion System.Overload Capability (%),Subsystems.0.Power Conversion System.Time Allowed for Overload (s),Subsystems.0.Power Conversion System.Ramping Rate (kW/min),Subsystems.0.Power Conversion System.Response Time (s),Subsystems.0.Power Conversion System.Nominal DC Voltage (kV),Subsystems.0.Power Conversion System.Nominal AC Voltage (kV),Subsystems.0.Power Conversion System.Nominal Frequency (Hz),Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) Low,Subsystems.0.Power Conversion System.Operating Frequency Range (Hz) High,Subsystems.0.Power Conversion System.Number of Phases,Subsystems.0.Power Conversion System.Topology,Subsystems.0.Power Conversion System.Full Load Efficiency (%),Subsystems.0.Power Conversion System.Efficiency Degradation,Subsystems.0.Power Conversion System.Standby Energy Consumption (kWh),Subsystems.0.Power Conversion System.Lagging Power Factor Range,Subsystems.0.Power Conversion System.Leading Power Factor Range,Subsystems.0.Power Conversion System.Maximum Total Current Harmonic Distortion (%),Subsystems.0.Power Conversion System.Frequency Ride Through (FRT),Subsystems.0.Power Conversion System.Low Voltage Ride Through (LVRT),Subsystems.0.Power Conversion System.High Voltage Ride Through (HVRT),Subsystems.0.Power Conversion System.Warranty Lifetime (years),Subsystems.0.Balance of System.Transformer Rating,Subsystems.0.Balance of System.Transformer Configuration,Subsystems.0.Balance of System.Enclosure Operating Temperature (deg C),Subsystems.0.Balance of System.Operating Temperature (deg C),Subsystems.0.Balance of System.Communications,Subsystems.0.Balance of System.Enclosures,Subsystems.0.Balance of System.Controller Type
1557,Asheville Plant - Duke Energy,Announced,5000,0,0,,,,,,,,,,,,,Demand Charge Management,Resilience (Back-up Power),,,,15 MW Solar Farm and Coal Generation Facility,"Duke Energy Progress today received approval from the North Carolina Utilities Commission (NCUC) to transition to a smarter, cleaner energy future at the Asheville Plant. The project is estimated to cost approximately $1 billion. Under the agreement, the company plans to construct two 280-megawatt combined cycle natural gas-fueled electric generating units to replace its existing 376-megawatt coal plant, which will be retired by 2020.  Construction of the natural gas-fired combined-cycle power plants is scheduled to begin in 2016 and be in service by late 2019. The new plant will have significantly lower environmental impacts than the existing coal plant.  The company also plans to seek approval to install a minimum of 5 megawatts of utility-scale electricity storage over the next seven years. Company officials will continue to evaluate other investments in renewables and other technologies to cost-effectively meet the needs of its customers.",https://news.duke-energy.com/releases/duke-energy-progress-gains-approval-to-transition-to-a-smarter-cleaner-energy-future-at-the-asheville-plant,United States,Arden,null,North Carolina,10 Cp and L Dr,28704,35.478166,-82.55,02-29-2016,null,null,null,null,NO,null,null,,null,Investor Owned,null,1,null,null,null,null,null,null,null,null,Utility-Owned,null,Duke Energy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1557.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,5000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1558,20 kW / 187 kWh - SABIC Home of Innovation - Saft,Announced,20,9.35,187,Renewable Energy Time Shift (Firming),,,Operating Reserve (Supplementary),,,,,,,,Reliability,Microgrid Applications,,,,,null,"SABIC?€?s Home of Innovation facility in Riyadh?€?s Techno-Valley is part of a global Initiative to promote growth in Saudi Arabia and in the Middle East by engaging the local and regional market through industry events and targeted collaboration. It will show how advanced technology can enable modern, comfortable and sustainable living powered by green, renewable energy resources.   Saft is supplying 48 Li-ion modules capable of providing a nominal peak power of 20 kW and up to 187 kWh of energy storage. The complete system will occupy just one third of the space required by a conventional lead-acid battery system and at only one quarter of the weight.",http://www.saftbatteries.com/press/press-releases/saft-connects-sabic-s-home-innovationtm-initiative-promote-growth-saudi-arabia,Saudi Arabia,Riyadh,null,Riyadh,null,null,25.0054482,46.54,10-29-2015,null,null,null,null,NO,null,null,,null,null,null,1,Saft,null,null,null,null,null,null,null,Customer-Owned,null,SABIC,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1558.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,20,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1559,Pedreira Pumped Hydro Power Station,Operational,20000,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The plant used the first reversible pump-turbine in the world with an output of 5.3 MW, 30 m, 212 rpm. Alstom has since updated the equipment with a new 1 x 20 MW turbine/generator unit, balance of plant, and control system.  http://voith.com/en/Voith_Pumped_storage_plants.pdf",http://www.alstom.com/Global/Power/Resources/Documents/Brochures/hydro-pumped-storage-power-plant.pdf,Brazil,Pedreira,null,S??o Paulo,null,null,-22.7418246,-46.9,11-29-2013,null,null,null,null,NO,Transmission,null,,null,Federally Owned,null,1,Alstom,Alstom,null,"Voith Hydro, S??o Paulo Tramway, Light and Power Company",null,null,null,null,Utility-Owned,null,Empresa Metropolitana de ??guas e Energia,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1559.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,20000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1560,Anderson Pumped Storage,Announced,80000,12,960000,,,,Frequency Regulation,Operating Reserve (Spinning),Operating Reserve (Non-Spinning),,,,,,,,,,,Electric Supply Capacity,null,.,http://gridflexenergy.com/projects/,United States,Elmore County,null,Idaho,Anderson Ranch Dam,null,43.3589,-115.4486,01-30-2014,null,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,GridFlex Energy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1560.1,Electro-mechanical energy storage,Pumped hydro storage,Closed-loop PHS,null,null,null,null,null,null,null,null,null,null,80000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1561,Black Canyon Pumped Storage,Announced,1000000,11,11000000,,,,Frequency Regulation,Operating Reserve (Spinning),Operating Reserve (Non-Spinning),,,,,,,,,,,Electric Supply Capacity,null,.,http://gridflexenergy.com/projects/,United States,null,null,Nevada,null,null,41.8023171,-107.24,01-30-2014,null,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,GridFlex Energy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1561.1,Electro-mechanical energy storage,Pumped hydro storage,,null,null,null,null,null,null,null,null,null,null,1000000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1562,Rose Creek Pumped Storage,Announced,250000,12,3000000,,,,Frequency Regulation,Operating Reserve (Spinning),Operating Reserve (Non-Spinning),,,,,,,,,,,Electric Supply Capacity,null,"Federal Energy Regulatory Commission put out for notice a September 2013 application from Gridflex Energy LLC for a preliminary permit on a 250-MW pumped storage hydro project in Nevada. Under this permit, Gridflex Energy is proposing to study the feasibility of the Rose Creek Pumped Storage Project, to be located on the Rose Creek Reservoir near the town of Hawthorne in Mineral County, Nev. The sole purpose of a preliminary permit, if issued, is to grant the permit holder priority to file a license application during the permit term.  The proposed project would consist of an expansion of the existing Rose Creek Reservoir as the upper reservoir for this facility, and a new lower reservoir, joined by approximately 12,300 feet of conduit. The estimated annual generation of the Rose Creek Project would be 547.5 gigawatt-hours. The project would also consist of: a 100-foot-high by 1,720-foot-wide roller-compacted concrete or concrete-face rock-fill expansion of the existing Rose Creek Dam; a 40-foot-high by 4,100-foot-wide concrete-face rock-fill or earthen lower reservoir ring embankment; an expanded upper reservoir with a surface area of 35 acres; a lower reservoir with a surface area of 21 acres; a 2,200-foot-long, 9.6-foot-diameter concrete-lined low pressure headrace; a 9,600-foot-long, 9.6-foot-diameter concrete and steel-lined high pressure headrace; a 700-foot-long, 11.6-foot-diameter concrete-lined tailrace; a 200-foot-long by 60-foot-wide by 120-foot-high powerhouse; and a new, 20-mile-long, 230-kV transmission line connected to the 230-kV Dixie Valley Oxbow transmission line or a new, 15-mile-long, 230-kV transmission line connected to Sierra Pacific Power?€?s Thorne substation.",http://www.transmissionhub.com/articles/2014/01/ferc-takes-comment-on-250-mw-nevada-pumped-storage-project.html,United States,Mineral County,null,Nevada,null,null,38.4343464,-118.49,01-30-2014,null,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,GridFlex Energy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1562.1,Electro-mechanical energy storage,Pumped hydro storage,,null,null,null,null,null,null,null,null,null,null,250000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1563,White Pine Pumped Storage,Announced,750000,12,9000000,,,,Frequency Regulation,Operating Reserve (Spinning),Operating Reserve (Non-Spinning),,,,,,,,,,,Electric Supply Capacity,null,"White Pine County could be the home for a new water pumping underground turbine, according to a report by Gridflex Energy. The project will begin doing early engineering, geotechnical, environmental and market studies in 2014, with construction planned for 2017.  The turbine would be located just outside of Ely by Gonder substation and operate entirely on Bureau of Land Management land. Water from an upper basin would be pumped down to a new artificial basin below passing through the turbine to generate energy.",http://gridflexenergy.com/projects/,United States,Ely,null,Nevada,null,null,39.356,-114.799,01-30-2014,null,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,GridFlex Energy,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1563.1,Electro-mechanical energy storage,Pumped hydro storage,Closed-loop PHS,null,null,null,null,null,null,null,null,null,null,750000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1564,Con Edison/Eos Energy Storage Distributed Energy Storage Pilot,Announced,1000,6,6000,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,,null,"Eos Energy Storage and Con Edison, a subsidiary of Consolidated Edison, Inc. announced a trailblazing partnership to install and test Eos?€?s cutting-edge energy storage technology within the utility?€?s New York City facilities. Eos is currently commercializing a safe, low cost, and long-lasting grid-scale battery technology that can reduce customer costs, defer utility infrastructure upgrades and enhance power quality and reliability.  Supported by funding from the New York State Energy Research and Development Authority (NYSERDA), the pilot will demonstrate the benefits of distributed energy storage.  Eos stated that the pilot, targeted to begin in early 2014, is a milestone in the scale-up and commercialization of Eos?€?s core product, a 1MW/6MWh grid-scale battery called the Eos Aurora. The Aurora is backed by Eos?€?s novel, low-cost and proprietary zinc hybrid cathode technology, which has a 75% round-trip efficiency rate and a 10,000-cycle/30-year lifetime.  The unit is currently undergoing field testing at the BEST Test and Commercialization Center: http://goo.gl/vkD9Ia",http://www.businesswire.com/news/home/20130430007031/en/Eos-Energy-Storage-Con-Edison-Announce-Groundbreaking,United States,New York,null,New York,null,null,40.7127281,-74.0060152,04-30-2013,null,null,null,null,NO,null,null,NYISO,null,Investor Owned,null,1,Eos Energy Storage,null,null,Con Edison,null,null,null,null,Utility-Owned,null,Con Edison,null,null,null,null,null,State/Provincial/Regional,null,null,null,null,null,null,null,null,Subsystem 1,1564.1,Electro-chemical battery and chemical storage,Zinc-based battery,Zinc-air battery,null,null,null,null,null,null,null,null,null,null,1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1565,Power Station Generation Storage,Operational,6000,8,48000,Electric Energy Time Shift (Arbitrage),,,,,,,,,Stability Damping Control,,,,,,,,null,"Before installing energy storage, the power station was experiencing only 87% of the rated output at 95??F (35??C). This output was decreasing significantly as temperatures rose. Unfortunately, this also occurred when demand was at its highest.  The power station installed TAS Energy?€?s Generation Storage??? solution, the combination of TAS Energy?€?s patented Turbine Inlet Chilling (TIC) system and a Thermal Energy Storage (TES) tank, to address the problem.  The power station was able to produce inlet air temperature of 50??F (10??C), enabling the gas turbine to generate above its ISO rating. TAS Energy also designed and engineered a TES tank to provide the ability to pull electricity from the grid at night-time hours (and pricing) to chill the water and have it stored for use the following day during peak demand.",http://www.tas.com/energy-storage.html,United States,Philadelphia,null,Pennsylvania,null,null,40,-75,05-30-2013,null,null,null,null,NO,Transmission,null,PJM,null,Investor Owned,null,1,TAS Energy,null,null,null,null,null,null,null,Utility-Owned,null,PECO/Exelon Corporation,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1565.1,Thermal energy storage,Sensible heat,Chilled water,null,null,null,null,null,null,null,null,null,null,6000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1566,1 MW - SunSmart Emergency Shelters Program,Operational,1000,0,0,,,,,,,,,,,,Reliability,,,,,,null,"The SunSmart Emergency Shelter Program has installed more than 115 solar+storage systems in Florida schools, supplying over 1 MW of solar generation capacity and providing resilient power to emergency shelters across the state.  Each solar+storage system is composed of a 10-kW SolarWorld PV array, a 25-kWh Sun-xtender lead-acid battery pack, and a 10-kW battery-based Outback inverter. The systems have the capability to sell electricity to the utility during normal operation and supply backup emergency electricity to power critical loads in the designated Enhanced Hurricane Protected Area of each school. Emergency power from the solar+storage systems can be accessed by any emergency response organization and the schools collectively have the capacity to shelter 10,000 to 50,000 people during a disaster.",http://www.cleanegroup.org/assets/2015/Energy-Storage-101.pdf,United States,null,null,Florida,null,null,29.2738888,-82.15,05-30-2014,null,null,null,null,NO,null,null,,null,null,null,1,Concorde Battery Corporation,Outback Power,null,null,null,null,null,null,Customer-Owned,null,Multiple,null,null,null,null,null,Federal/National American Recovery and Reinvestment Act of 2009 - RD&amp;D,null,null,null,null,null,null,null,null,Subsystem 1,1566.1,Electro-chemical battery and chemical storage,Lead-acid battery,,null,null,null,null,null,null,null,null,null,null,1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1567,Guodian Supply-Side Energy Storage Project,Contracted,5000,2,10000,Renewable Energy Time Shift (Firming),,,,,,,,,,,,,,,,,null,"This project is State Power's first supply-side energy storage project, incorporating 49.5 MW installed wind capacity and a 5 MW lithium-ion battery system. The energy storage system improves the quality of wind power electricity, reduces wind curtailment, and allows the electric power grid to accept a greater amount of wind power.",http://www.khjt.com.cn/en/news/details.aspx?id=599,China,Jinzhou,null,Liaoning,null,null,41.707,121.858,08-30-2011,null,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Third-Party-Owned,null,"Guodian Power Development Co., LTD.",null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1567.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,5000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1568,Guangdong Nuclear Power Corp - BYD,Contracted,2500,1.4,3500,,,,Black Start,,,,,,,,Reliability,Resilience (Back-up Power),,,,,null,"China?€?s Guangdong Nuclear Power Corp (CGNPC) awarded the contract for their largest high-power, high-capacity battery back-up stations to date, to BYD Ltd of Shenzhen who won the bid. A ?€?National Energy Application Technology Research and Engineering demonstration project?€?, CGNPC plans to couple these 3.5 Mega-Watt-hour back-up batteries with their nuclear power stations to deliver power up to 2.5 MW levels. The energy storage station will serve as an emergency power source to safeguard workers and protect station equipment from being damaged in extreme conditions where the nuclear plants may lose their electrical supply.",http://www.businesswire.com/news/home/20120906006958/en/China%E2%80%99s-Guangdong-Nuclear-Power-Corp-Announces-Orders,China,Huizhou,null,Guangdong,null,null,23.111847,114.42,08-30-2012,null,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Customer-Owned,null,Guangdong Nuclear Power Corp,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1568.1,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,null,null,null,null,null,null,null,null,null,null,2500,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1569,Zhangbei 1 MW Battery Project for State Grid Company,Operational,1000,36,36000,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,Frequency Regulation,,,,,,,,,,,,,,"100 MW Solar, 40 MW Wind","This large utility-scale project, located in Zhangbei, Hebei Province, combines 140 Mega-Watts of renewable energy generation (both wind &amp; solar), 36 Mega-Watt-Hours (MWh) of energy storage and a smart power transmission system.  The State Grid system is demonstrating a stable solution for transferring vast amounts of renewable electricity safely to the grid on an unprecedented scale. Although BYD manufactures 1GW of solar panels annually, their role in this project was primarily providing energy storage batteries in arrays larger than a football field.  Relying on the advanced Fe battery technology, BYD ESS technology uses a modular, flexible design and can be easily tailored to meet a diverse set of customer needs. Up to now, BYD has a lot of successful cases of battery storage solutions from KW sized to MW sized system at home and abroad.",http://www.byd.com/usa/news-posts/chinas-state-grid-and-byd-launch-worlds-largest-battery-energy-storage-station/,China,Zhangbei,null,Zhangbei,null,null,41.2189189,114.74,09-30-2011,null,12-30-2011,null,null,NO,null,null,,null,Federally Owned,null,1,BYD,null,null,null,null,null,null,null,Utility-Owned,null,China State Grid Company,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1569.1,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,null,null,null,null,null,null,null,null,null,null,1000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1570,ZheJiang 250 kW/250 kWh ESS,Operational,250,1,250,,,,,,,,,,,,Distribution Upgrade Deferral,,,,,,null,"This ESS system is a demonstration power station on the island, which used ocean current energy, wind energy and solar energy as the power.",http://www.catlbattery.com,China,Zhoushan,null,Zhejiang,null,null,30,122,09-30-2014,null,null,null,null,NO,null,null,,null,null,null,1,Amperex Technology Limited (ATL),null,null,Amperex Technology Limited (ATL),null,null,null,null,Customer-Owned,null,INSIGMA,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1570.1,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,null,null,null,null,null,null,null,null,null,null,250,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1571,Fujian Electric Institute 125 kW/250 kWh ESS,Operational,125,2,250,,,,,,,,,,,,,,,,,,null,"The ESS is used for a storage system research project operated by Fujian EPRI and China National EPRI in cooperation. The ESS stabilizes the grid voltage, improves power supply quality, and can operate islanded or grid-connected.",http://www.catlbattery.com,China,Fuzhou,null,Fujian,null,null,26.074508,119.3,09-30-2014,null,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Customer-Owned,null,Fujian Electric Institute,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1571.1,Electro-chemical battery and chemical storage,Lithium-ion battery,Lithium-iron phosphate battery,null,null,null,null,null,null,null,null,null,null,125,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1572,Axion Solar Farm 9.1 MW Coatesville,Announced,9000,0,0,Renewable Energy Time Shift,,,Frequency Regulation,,,,,,,,,,,,,,Solar,"Axion Power International, Inc., a developer of advanced lead-carbon PbC?? batteries, energy storage systems and frequency regulation systems, has been designated as the supplier of energy storage and frequency regulation for a solar farm that will be the largest in Pennsylvania.  The Coatesville Solar Initiative (CSI) announced its choice of Axion Power and its PbC?? technology and batteries for the 48-acre project.  Axion Power PbC PowerCube??? technology has been admitted to connect with the 13-state PJM power grid, and brings that certification to the CSI project.  Phase I &amp; II of the multi-phased project is comprised of two 2.4 MW solar facilities, generating approximately 6.3 million kWh which CSI has contractually agreed to sell Coatesville Area School District (CASD) through a 25-year solar power purchase agreement (SPPA). According to CSI, when completed, the 9.1 MW solar farm will be the largest solar park facility in Pennsylvania.",http://www.prnewswire.com/news-releases/axion-power-designated-as-supplier-of-energy-storage-and-frequency-regulation-for-91-megawatt-pennsylvania-solar-farm-280917582.html,United States,New Castle,null,Pennsylvania,null,null,41.0036719,-80.35,10-30-2014,null,null,null,null,NO,null,null,PJM,null,null,null,1,Axion Power International,null,null,null,null,null,null,null,Third-Party-Owned,null,Axion Power International,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1572.1,Electro-chemical battery and chemical storage,Lead-acid battery,Lead-carbon battery,null,null,null,null,null,null,null,null,null,null,9000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1573,Fomo Pumped-hydro Storage Station (??????),Operational,160000,0,0,Electric Energy Time Shift (Arbitrage),,,,,,,,,,,,,,,,Electric Supply Capacity,null,"The State Grid Corp of China, China's dominant grid operator, plans to raise its pumped storage hydropower generating capacity to 21 gigawatts (GW) by 2015 and 41 GW by 2020, complementing the fast development of irregular renewable energy sources such as wind and solar power.  Under this system, water is pumped from a lower elevation reservoir to a higher elevation by using low cost, off-peak power production such as wind power during the night to run the pumps, and is released to generate power when demand peaks during the day or when electricity prices are higher.  China had only 14.55 GW of pumped storage hydropower capacity at the end of 2009, according to the State Grid.  China's total power generating capacity was 874 GW at the end of 2009.",http://dictionary.sensagent.com/List%20of%20pumped-storage%20hydroelectric%20power%20stations/en-en/,China,Anhui,null,Huoshan,null,null,31.392786,116.33,11-30-2013,null,null,null,null,NO,null,null,,null,null,null,1,null,null,null,null,null,null,null,null,Utility-Owned,null,Anhui Kangyuan Electric Power,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1573.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,160000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1574,Abdelmoumen Pumped Storage Power Station,Announced,350000,0,0,Electric Energy Time Shift (Arbitrage),Renewable Energy Time Shift,,Frequency Regulation,Operating Reserve (Spinning),,,,,,,,,,,,,null,The Abdelmoumen Pumped Power Transfer Station Project (STEP) is located about 70 km Northeast of Agadir. The site is located upstream of the existing reservoir of the Abdelmoumen dam on the Oued Issen. It falls under Taroudant Province and Bigoudine rural council. The Abdelmoumen STEP Project will reinforce the national electricity grid in the South. The STEP provides energy capacity as follows: 616 GWh / year of energy produced for 812 GWh / year of energy consumed.  The project works will span approximately 48 months. STEP?€?s total construction cost estimate is DH 2 300 million.,http://www.afdb.org/fileadmin/uploads/afdb/Documents/Environmental-and-Social-Assessments/EESS-Renouvelable%20et%20PERG-Resume_English.pdf,Morocco,Agadir,null,Agadir-Ida Ou Tanane,Abdelmoumen Dam,null,30.675233,-9.2,01-31-2013,null,null,null,null,NO,Transmission,null,,null,Federally Owned,null,1,null,null,null,Office National de l'Electricite (ONE),null,Power Consulting Associates,null,null,Utility-Owned,null,Office National de l'Electricite (ONE),null,null,null,null,"European Investment Bank, African Development Bank Group",null,null,null,null,null,null,null,null,null,Subsystem 1,1574.1,Electro-mechanical energy storage,Pumped hydro storage,Open-loop PHS,null,null,null,null,null,null,null,null,null,null,350000,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
1575,SCE Home Battery Pilot,Contracted,80,2.5,200,Renewable Energy Time Shift,Renewable Energy Time Shift (Firming),,,,,,,,,,,Retail TOU Energy Charges,Demand Charge Management,,,,null,Southern California Edison expects to deliver a number of LG Chem lithium-ion units to customer homes in Q2 2014.,http://www.cpuc.ca.gov/NR/rdonlyres/71548FD1-B5EB-456E-8AAA-FCD25EADE77E/0/SCE_StorageTestimony.pdf,United States,Rosemead,null,California,null,null,34.0805651,-118.07,07-31-2014,null,null,null,null,NO,null,null,CAISO,null,Investor Owned,null,1,LG Chem Ltd.,null,null,null,Southern California Edison,null,null,null,Utility-Owned,null,Southern California Edison,null,null,null,null,null,null,null,null,null,null,null,null,null,null,Subsystem 1,1575.1,Electro-chemical battery and chemical storage,Lithium-ion battery,,null,null,null,null,null,null,null,null,null,null,80,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
