Project name,country,status,Product,latitude,longitude,capacity_MWel,Capacity_Nm?? H???/h,Capacity_kt H2/y
MRPL Mangalore Refinery - phase 1,IND,Concept,H2,14.74108332,75.06363788,0.006,1,0
MRPL Mangalore Refinery - phase 2,IND,Concept,H2,14.74108332,75.06363788,0.046,10,0.01
H2 plant - St Lawrence Hydro Production,USA,Concept,H2,44.92789111,-74.8916922,92.2,20482,15.969
Hydrogen plant - August Global Investment,IDN,Feasibility study,H2,0,0,300,66667,52
HyNQ ?€? North Queensland Clean Energy Project,AUS,Feasibility study,Ammonia,-20.05607583,147.9072359,1000,222222,173.3
Knockshinnoch hydrogen production facility - Scotland,GBR,FID/Construction,H2,55.39400998,-4.191578532,2.5,556,0.4
"EWE - Clean Hydrogen Coastline, project Emdem",DEU,FID/Construction,H2,53.35948014,7.209588677,280,53846,42
HyPilot project ,NOR,FID/Construction,Ammonia,59.27490187,5.525922967,1,192,0.1
Aman - Green Hydrogen Project - phase 2,MRT,Feasibility study,Ammonia,23.7,-9.22,12500,2777778,2165.7
Ammonia project - Houston Ship Channel,USA,Feasibility study,Ammonia,29.61432759,-94.89992114,,230968,180
Shanghai Electric -Taonan Wind Power with Biomass for Green Methanol,CHN,FID/Construction,MeOH,45.62566102,122.8409928,721.5,160330,125
Nitrogen fertelizer plant Uberaba,BRA,Concept,H2,-19.74679439,-47.93305408,233.9,51968,41
Atlas' Pacific Green Fertilizer project,USA,Feasibility study,H2,46.27943227,-119.2721986,327.4,72755,57
Cleanergy Solutions Namibia HRS,NAM,Operational,H2,-22.97384909,14.51906652,5,962,0.7
Arcadia eFuels,DNK,Feasibility study,Synfuels,55.00901024,11.91116681,403.2,89609,69.9
Gibson Island Project,AUS,Feasibility study,Ammonia,-27.42884415,153.1848437,550,105769,82.5
Phoenix Hydrogen Hub (PHH) project,USA,FID/Construction,H2,33.44857594,-112.0714927,80,17391,13.6
Green Energy Park (GEP) phases I to VI,BRA,Concept,Ammonia,-7.682173767,-42.52223697,16161.30522,3591401,2800
Green Steel Plant Quebec,CAN,Concept,H2,50.31894415,-66.07494291,,,
Green Hydrogen Plant (GHP),IDN,Operational,H2,-6.194224907,106.8205743,0.3,65,0.1
"Hynet Northwest, phase 2 (Essar Stanlow refinery)",GBR,Feasibility study,H2,53.27703121,-2.841869148,,295008,230
MadoquaPower2X - Sines - phase 2,PRT,Concept,Ammonia,37.95889357,-8.860073289,700,155556,121.3
Renewable hydrogen project Western Australia,AUS,Concept,H2,-31.27355744,115.9577614,5.8,1283,1
ZEG H1 plant in CCB Energy Park - Northern Lights onshore CO??? terminal,NOR,Operational,H2,60.55828773,4.83767677,,520,0.4
Ammonia project on the Gulf Coast,USA,Concept,Ammonia,29.79420741,-92.5736165,,461936,360
Ammonia plant Deendayal Port - Site Kandla in Gujarat,IND,Concept,Ammonia,23.02120543,70.21247057,276.5,61438,48
Ammonia plant Kota - Rajasthan state - phase 1,IND,Concept,Ammonia,25.21904662,75.8644713,15.6,3465,3
Low-carbon hydrogen plant at Shaybah natural gas liquids facility,SAU,Concept,H2,22.52571514,54.00773744,,2809,2.2
Suez Green Ammonia site,EGY,Concept,Ammonia,29.67363938,32.33481088,2494.5,554324,432.2
Hunfeld project ,DEU,Feasibility study,H2,50.67365768,9.774692319,5,1111,0.9
Western Sahara hydrogen project,MAR,Feasibility study,H2,23.72317473,-15.93476244,8000,1777778,1386
Offshore floating  wind-hydrogen project,EST,Concept,H2,59.51297112,24.82092456,0,,
Indonesia-Singapore hydrogen project,IDN,Concept,H2,0,0,577.2,128264,100
Coyote Hydrogen Project,CAN,Concept,Ammonia,53.91748549,-122.7606666,1000,222222,173.3
Hydrogen plant - Environmental Business Park (PEMA),ESP,FID/Construction,H2,41.8174387,-2.444608522,2.5,556,0.4
Langnas: Mega Green Harbour (Aland Islands),FIN,Concept,Synfuels,60.16436369,20.06012468,3000,666667,519.8
H2 plant at Ironveld?€?s Rustenburg smelter,ZAF,DEMO,H2,-25.65511708,27.2514737,,56,0.04
H2 project - AEM Flex electrolyser,DEU,Operational,H2,52.29586541,7.586371423,0.1,27,0
M??hlenerft Industrial Park - Refuelling station,DEU,FID/Construction,H2,50.98816506,6.571997013,5,1111,0.9
H2CRETE Valley,GRC,Feasibility study,H2,35.01192808,26.13677504,90,17316,13.5
Oosterhorn Hydrogen project - Chemie Park Delfzijl,NLD,Feasibility study,H2,53.3344145,6.92135995,20,4444,3.5
Deep Sky Alpha pilot facility,CAN,DEMO,Various,56.64983735,-76.40743124,0,,
Zero Emission Valley (ZEV) - Le Cheylas,FRA,Feasibility study,H2,45.37101263,5.992734046,5,1111,0.9
"Oshivela DRI project, phase 1",NAM,FID/Construction,H2,-18.6212832,17.16913483,12,2609,2
"Oshivela DRI project, phase 2",NAM,Feasibility study,H2,-18.6212832,17.16913483,,,
HySCALE 100 - IPCEI project Heide refinery,DEU,Feasibility study,H2,54.19038729,9.108629401,500,111111,86.6
Green Energy Manufacturing Centre (GEM) -Gladstone -phase 1,AUS,FID/Construction,H2,-23.84153552,151.2505892,30,5769,4.5
Green Iron Trial Commercial Plant - Christmas Creek,AUS,FID/Construction,H2,-28.16883307,152.9814547,8.7,1924,1.5
EBIC - Ammonia plant - phase 2,EGY,Feasibility study,Ammonia,29.63339263,32.30080635,85,18889,14.7
Green Energy Manufacturing Centre (GEM) -Gladstone -phase 2,AUS,FID/Construction,H2,-23.84153552,151.2505892,20,3846,3
Eneco H2 project Rotterdam port area,NLD,Concept,H2,51.95886161,4.056341906,225,50000,39
White Dunes - Western Sahara hydrogen project -phase 1,MAR,Concept,H2,23.72317473,-15.93476244,1000,222222,173.3
White Dunes - Western Sahara hydrogen project -phase 2,MAR,Concept,H2,23.72317473,-15.93476244,7000,1555556,1212.8
Leuna 100,DEU,Operational,MeOH,51.32471117,12.02431106,0,,
Goldwind e-methanol project,CHN,FID/Construction,MeOH,46.09238249,122.0368066,552.2,122702,96
Scatec e-Methanol - second project,EGY,Concept,MeOH,31.26655423,32.30044652,190,42222,32.9
Hydrogen Park Takasago,JPN,Operational,H2,35.01960737,134.8331377,5.1,1100,0.9
H2eron,NLD,Feasibility study,H2,53.3344145,6.92135995,50,10870,8.5
ACWA Power - Green Hydrogen Project,EGY,Concept,Ammonia,29.659369,32.34481,623.6,138581,108
Cormorant Clean Energy Project,USA,Feasibility study,Ammonia,29.89258341,-93.89572376,,203252,158.5
Project Mauricie,CAN,Feasibility study,Various,46.91540993,-72.61552592,500,111111,86.6
"Cepsa la R??bida Energy Park (Huelva) - phase 2- Andalusian Green Hydrogen Valley THARSIS Project 
Together with ONUBA: LUXIA project)",ESP,Feasibility study,MeOH,37.21979579,-6.937173604,331.3,73621,57
Megaton Moon,MRT,Concept,H2,18.62110882,-12.46829637,35000,7777778,6063.9
C2X Green Methanol Plant,EGY,Feasibility study,MeOH,29.659369,32.34481,662.6,147243,115
Hydrogen Project - La Romana,DOM,Concept,H2,18.45242019,-68.94878554,350,77778,60.6
QAFCO ammonia project,QAT,FID/Construction,Ammonia,24.98971001,51.5723528,,277162,216.1
Underground Sun Storage 2030,AUT,DEMO,H2,47.98516825,13.56087454,2,385,0.3
Brightloop TM - CCS Demostration Plant: Converting Wyoming PRB Coal to Hydrogen,USA,DEMO,H2,44.27398674,-105.4550855,,7803,6.1
Integration of Produced Water Thermal Desalination and Steam Methane Reforming for Efficient Hydrogen Production,USA,DEMO,H2,41.05919431,-104.8915781,,520,0.4
Green Hydrogen Production Facility,KOR,FID/Construction,H2,36.06128519,128.0776677,4.3,936,1
AEM Nexus 1000 - Saerbeck,DEU,DEMO,H2,52.20003405,7.623218694,1,222,0.2
Keravan Energia (Kerava),FIN,Feasibility study,CH4,60.46625949,25.1127157,50,11111,8.7
Tarastenj??rvi power (Tampere),FIN,Feasibility study,CH4,61.55273794,23.97437241,150,33333,26
Kymij??rvi power (Lahti),FIN,Feasibility study,CH4,60.98270891,25.78945911,100,22222,17.3
Kotka power (Kotka),FIN,Feasibility study,CH4,60.52498704,26.85257272,150,33333,26
Mikkeli plant,FIN,Feasibility study,CH4,61.67033654,27.290097,50,11111,8.7
Aittaluoto power (Pori),FIN,Feasibility study,H2,61.48870832,21.81120969,69.3,15392,12
CEEC Songyuan Hydrogen Energy Industrial Park (Green H2-NH3 Integration) Phase 2,CHN,Concept,Various,45.14689855,124.8288451,808.5,175759,137
Sinopec Star Corp Ordos Green Power-to-Gas Demonstration (or: Uxin Banner Wind-Solar Integrated Green Hydrogen Petrochemical Refinery Demo) Phase 2,CHN,FID/Construction,H2,39.67405784,109.7247561,115.4,25653,20
GrandBlue Environment Renewable (Biogas) Hydrogen Production and Refuelling Primary Station ,CHN,Operational,H2,22.99336486,113.0762528,,3000,2.3
"Qitai Smart Energy Equipment Industrial Park - 50,000 Ton Green Hydrogen and Green Methanol Project (Phase 1)",CHN,FID/Construction,Various,44.04059712,87.25229589,56.4,12270,10
Zheneng-DSIC 10K Ton-Scale Green Methanol Project,CHN,FID/Construction,MeOH,38.920834,121.639168,11,2454,2
"Qitai Smart Energy Equipment Industrial Park - 50,000 Ton Green Hydrogen and Green Methanol Project (Phase 2)",CHN,Concept,Various,44.04059712,87.25229589,55.2,12270,10
"Qitai Smart Energy Equipment Industrial Park - 50,000 Ton Green Hydrogen and Green Methanol Project (Phase 3)",CHN,Concept,Various,44.04059712,87.25229589,220.9,49081,38
Proyecto Fenix,PER,Operational,H2,-12.50202847,-76.73010047,0,1,0
Solarbelt Fairfuel kerosene DEMO plant,DEU,DEMO,Synfuels,52.85051957,7.704941513,1.2,237,0.2
The Hydrogen Plant at Tse'khene Energy Transition Hub (TETH),CAN,Feasibility study,H2,54.71847619,-122.7821681,2297.214099,510492,398
Masdar green hydrogen project,JOR,Feasibility study,H2,29.46875453,34.9780013,288.6,64132,50
Aqua Saudi Arabia green ammonia project,JOR,Feasibility study,Ammonia,0,0,129.9,28871,23
KEPCO -Xenel green ammonia project,JOR,Feasibility study,Ammonia,0,0,1039.4,230968,180
Ocior Energy green ammonia project -Phase 1,JOR,Feasibility study,Ammonia,0,0,103.9,23097,18
Ocior Energy green ammonia project -Phase 2,JOR,Concept,Ammonia,0,0,935.4,207871,162
Catalyst green ammonia project,JOR,Feasibility study,Ammonia,0,0,155.9,34645,27
Kawar Energy green ammonia project,JOR,Feasibility study,Ammonia,0,0,103.9,23097,18
Philadelphia solar green ammonia project,JOR,Feasibility study,Ammonia,0,0,155.9,34645,27
Enertag green ammonia project,JOR,Feasibility study,Ammonia,0,0,207.9,46194,36
Amarenco green ammonia project,JOR,Feasibility study,Ammonia,0,0,1039.4,230968,180
Mass Group Holdings green ammonia project,JOR,Feasibility study,Ammonia,0,0,187.1,41574,32
Zijing Mining Renewable energy project,SRB,Feasibility study,H2,44.07274664,22.10210083,346.3,76959,60
Picea systems installed at multiple residential households (500 2.4 kW),DEU,Operational,H2,52.32992727,10.90507608,1.354,301,0.2
AEM Nexus for Metal Hardening Process,ITA,Feasibility study,H2,46.00524057,8.325122199,1,222,0.2
AEM Nexus for Fuel Cell factory FAT process,GBR,FID/Construction,H2,52.77136015,-1.20484782,1,222,0.2
AEM Nexus for Unigranit,CZE,FID/Construction,H2,49.29539701,14.14974488,0.5,111,0.1
Multiple AEM Nexus in China,CHN,Feasibility study,H2,0,0,,,
Zella-Mehlis waste incineration site methanol production,DEU,Concept,MeOH,50.64981689,10.67912413,0,,
eM-Rhone,FRA,Feasibility study,MeOH,45.36047596,4.796798229,290.6,64580,50
Nautilus,DEU,Concept,MeOH,52.9440659,8.883828097,85,18889,14.7
HS Orka-H2V green methanol plant,ISL,Feasibility study,H2,63.81066511,-22.68299121,60,13333,10.4
Cromarty Clean Fuels Project,GBR,Feasibility study,MeOH,57.70751877,-4.029546355,38.7,8611,7
SolWinHy C??diz,ESP,Concept,MeOH,36.52121315,-6.280664866,69.6,15460,12
eM-Iberica,ESP,Concept,MeOH,0,0,2208.6,490809,383
Hydrogen Hub Agder Phase 1,NOR,FID/Construction,H2,58.14492002,8.024657567,20,4348,3.4
Hydrogen Hub Agder Phase 2,NOR,Feasibility study,H2,58.14492002,8.024657567,40,8889,6.9
SoutH2Port,SWE,Feasibility study,H2,61.31984616,17.38710721,600,133333,104
Lhyfe - Brake green hydrogen plant,DEU,FID/Construction,H2,61.31984616,17.38710721,10,2222,1.7
Shandong Green Methanol Plant,CHN,Feasibility study,MeOH,36.79312041,121.1150679,387.5,86107,67
GACL-NTPC REL ammonia methanol plant,IND,Concept,Various,22.24792332,71.69636156,86.2,19153,15
Umwelt e-fuels plant ,IND,Concept,Synfuels,8.318853436,77.74044851,220.9,49081,38
ReNew E-Fuels Private Limited green methanol plant - Malkangiri,IND,Concept,MeOH,18.3460778,81.88304567,968.7,215267,168
ReNew E-Fuels Private Limited green methanol plant - Rayagada,IND,Concept,MeOH,19.17238364,83.41446687,581.2,129160,101
Padborg PtX ,DNK,Concept,MeOH,54.90134103,9.35218268,150,33333,26
IBCLNG hydrogen plant,THA,Concept,H2,13.66782677,100.6229944,25,5556,4.3
SAF+Consortium SAF plant,CAN,Feasibility study,Synfuels,45.6342664,-73.52131128,68.2,15155,11.8
SPIC SAF facility - Qiqihaer - Phase 1,CHN,Feasibility study,Synfuels,47.35570251,124.0482738,29.7,6589,5.1
SPIC SAF facility - Qiqihaer - Phase 2,CHN,Concept,Synfuels,47.35570251,124.0482738,946.6,210353.5,164
Baden-W??rttemberg SAF Demo plant,DEU,Feasibility study,Synfuels,48.66019196,10.15433618,148.3,32945,25.7
The Next Gate - P2X -Europe,DEU,DEMO,Synfuels,53.51426977,9.950046941,0.6,132,0.1
IdunnH2 SAF plant,ISL,Feasibility study,Synfuels,64.03116823,-22.56812273,192.7,42828,33.4
Swedish Biofuels/COWI SAF plant,SWE,Concept,Synfuels,59.66549889,17.89876727,59.3,13178,10.3
Carbonshift PtL SAF refinery,GBR,Feasibility study,Synfuels,54.59174102,-1.149655923,41.5,9224,7.2
NABOO,GBR,Feasibility study,Synfuels,54.59174102,-1.149655923,237.2,52711,41.1
Oxefuel Biogenic,GBR,Concept,Synfuels,53.35956598,-1.487301205,21.9,4876,3.8
Advancing Sustainable Aviation via PtL and Direct Air Capture (ASAP-DAC)  project,BGR,DEMO,Synfuels,0,0,3.1,694,0.5
Nujio'qonik Green Hydrogen -phase 3,CAN,Concept,H2,48.52239588,-58.43472528,650,144444,112.6
Semarak Renewable Energy hydrogen project in Perak,MYS,FID/Construction,H2,4.390097417,100.6914485,60,13333,10.4
Renewstable Mpumalanga,ZAF,Concept,H2,-26.53707188,29.61718287,346.3,76959,60
Renewstable Olutanga,PHL,Concept,H2,7.313407627,122.819841,30.8,6841,5
Renewstable Vitilevu,FJI,Concept,H2,-18.11545308,178.4470844,7.7,1710,1
LH2 Europe Project,GBR,Concept,H2,56.53901633,-2.64363629,360,80000,62.4
Uganda H2-based fertiliser project,UGA,Feasibility study,H2,2.241455509,32.27049659,115.4,25653,20
e-methanol plant in Port of Victoria,USA,Feasibility study,MeOH,28.69684477,-96.96252001,220.9,49081,38
Oulu Energy Hydrogen Plant,FIN,Feasibility study,Synfuels,65.0241588,25.50703578,100,22222,17.3
Stirling Green Hydrogen ,GBR,Feasibility study,H2,56.1158835,-3.925568303,10,2222,1.7
Wigan Green Hydrogen,GBR,Feasibility study,H2,53.51873665,-2.659910104,20,4444,3.5
H2Nord Gmbh&Co.,DEU,Feasibility study,H2,53.37610678,7.187695664,50,11111,8.7
HY.Waiblingen,DEU,FID/Construction,H2,48.84100374,9.309291077,2,444,0.3
HY.City.Bremerhaven,DEU,FID/Construction,H2,53.571939,8.573914832,2,385,0.3
H2Rivers,DEU,FID/Construction,H2,49.50781438,8.477696651,8.2,1575,1
Santos-Tokyo Gas e-methane plant,AUS,Concept,CH4,-26.61520735,143.1276063,751.4,166971,130
Fulcrum Centerpoint,USA,Feasibility study,Synfuels,41.61546246,-87.22933753,,58641,45.7
Bayou Fuels,USA,Feasibility study,Synfuels,31.54025922,-91.4346449,,50065,39
Net-Zero 1,USA,Feasibility study,Synfuels,44.35922004,-97.38225236,585.8,130169,101
Aemetis SAF plant,USA,FID/Construction,Synfuels,37.7188828,-120.917732,,,
USA BioEnergy biorefinery Bon Wier,USA,Feasibility study,Synfuels,30.73897303,-93.64036472,,68089,53
Hynfra-MGA Ammonia plant,MRT,Feasibility study,Ammonia,17.89945876,-15.98613335,160,35556,27.7
Eletrobras - Paul Wurth green hydrogen,BRA,Concept,H2,-23.00192945,-43.41509245,10,2222,1.7
Grenzland Energie Kompakt,DEU,Feasibility study,H2,54.85768217,8.989289677,4,769,0.6
Pathfinder,USA,Operational,Synfuels,27.80628524,-97.46073679,0,,
Green H2 Hub Neum??nster,DEU,FID/Construction,H2,54.10258737,9.980515444,50,11111,8.7
Hapora Project,FRA,Feasibility study,H2,49.40328306,1.018633785,350,77778,60.6
Lhyfe- Nantes Saint-Nazaire hydrogen plant,FRA,Feasibility study,H2,47.28271327,-2.192439157,200,44444,34.7
HEVO- Aveiro,PRT,Feasibility study,H2,40.65049567,-8.630521406,25,4808,3.7
Wilton International Industrial Zone green hydrogen (Wilton Green Hydrogen),GBR,Feasibility study,H2,54.58963248,-1.097455321,260,57778,45
Undergorund Sun Storage 2030,AUT,Operational,H2,47.99027408,13.55381783,2,385,0.3
CEIC  Cangzhou Green Ammonia project,CHN,FID/Construction,Ammonia,38.315775,116.8358027,150,32609,25.4
Renewstable Kwale Kenya (RKK),KEN,Feasibility study,H2,39.10926934,22.28294546,64,14222,11.1
Cyprus Renewstable 1 ,CYP,Feasibility study,H2,35.0645569,33.0039069,30,6667,5.2
Renewstable WM1 ,KEN,Feasibility study,H2,-0.75696266,37.81162213,50,11111,8.7
Axpo-ENEGO green hydrogen,ITA,Concept,H2,37.20105253,15.18346465,100,22222,17.3
Chevron Hydrogen Project,USA,Concept,H2,35.62150015,-119.6889085,5,962,0.7
Numantia SAF,ESP,Feasibility study,H2,41.8174387,-2.444608522,207.8,46175,36
Port of Antwerp-Bruges AEM electrolyser,BEL,DEMO,H2,51.2410643,4.404428036,,,
H2tALENT DEMO project,PRT,DEMO,H2,38.5705966,-7.914446602,11,2444,1.9
"White Martins Jacare??, S??o Paulo",BRA,FID/Construction,H2,-23.30478835,-45.98926499,5,1111,0.9
Emil'Hy - pilot,FRA,FID/Construction,H2,49.154152,6.705371,1.5,333,0.3
EnrHy4,FRA,Operational,H2,45.17264472,-0.225200416,4,889,0.7
TES-Vig'Hy,FRA,FID/Construction,H2,47.49917577,3.903195233,2.5,556,0.4
Hytouraine,FRA,FID/Construction,H2,47.39087076,0.654220571,5,1111,0.9
China Tianying Inc. Solar & Wind Power to Green Methanol Project,CHN,FID/Construction,MeOH,42.87801653,125.1016588,662.6,147243,115
L&T Hazira Phase I,IND,Operational,H2,21.1786042,72.66119862,1,192,0.1
Atome - Costa Rica project,CRI,Feasibility study,Ammonia,9.877567583,-83.47249416,120,26087,20.3
Enertrag Magdeburg,DEU,FID/Construction,H2,52.10645565,11.649374,10,1923,1.5
Rijeka oil refinery ,HRV,Feasibility study,H2,45.28852406,14.53345657,10,1923,1.5
Rompetrol Refinery,ROU,Concept,H2,44.34587224,28.64301761,63.5,14109,11
Chifeng Energy Internet of Things Zero Carbon Hydrogen Ammonia Demostration Project- Phase 2,CHN,Feasibility study,Ammonia,42.27209053,118.8909742,637.5,138581,108
Goondiwindi Hydrogen- Phase I,AUS,FID/Construction,H2,-28.53744762,150.284621,2,435,0.3
Goondiwindi Hydrogen- Phase II,AUS,Concept,H2,-28.53744762,150.284621,50,10870,8.5
EnergHys,NLD,Feasibility study,H2,51.41895364,3.727398275,300,66667,52
Rilland Oost hydrogen plant,NLD,Concept,H2,51.41592261,4.187382475,60,13333,10
Hydrogen Windfarm Van Pallandt,NLD,Concept,H2,51.75291811,4.168610699,0,,
InnovaHub,NLD,Operational,H2,51.7383512,4.240628273,0.068,15,0.01
HyDeer,NLD,FID/Construction,H2,52.53889029,5.548946525,24,5344,4
H2 Park Zeewolde,NLD,Concept,H2,52.38469086,5.417569778,15,3333,3
Holthausen Energy Point Amsterdam,NLD,Operational,H2,52.40641125,4.750135279,0.25,56,0
Hydrogen production De Liede,NLD,Concept,H2,52.39361109,4.657637971,15,3333,3
Hydrogen factory NLR Marknesse,NLD,Feasibility study,H2,52.70291249,5.8793141,20,4444,3
H2Hollandia,NLD,Feasibility study,H2,52.94188444,6.908028697,5,1111,1
Bay Hydrogen Hub,GBR,DEMO,H2,54.07311283,-2.899581216,1,263,0
OX2 Aurora,SWE,Concept,H2,56.84400131,18.02440554,0,,
Great Plains Synfuel Plant to sequestration (ND),USA,Feasibility study,H2,47.33376327,-101.7720151,,,
"Yanchang Integrated Carbon Capture and Storage Demonstration, phase 2",CHN,Feasibility study,H2,36.56322284,110.1008251,,,
"Yanchang Integrated Carbon Capture and Storage Demonstration, phase 3",CHN,Feasibility study,H2,36.56322284,110.1008251,,,
K+S Potash CCS,CAN,Feasibility study,Ammonia,50.64731339,-105.3763534,,,
Kutina Petrokemija ammonia,HRV,Feasibility study,Ammonia,45.45569358,16.75571554,,,
Cerilon gas-to-liquids complex (ND),USA,Feasibility study,Synfuels,48.32645901,-103.4208031,,,
Lake Charles low carbon ammonia (LA),USA,Feasibility study,Ammonia,30.24,-93.18,,,
Yara Pilbara ammonia,AUS,Feasibility study,Ammonia,-20.6244123,116.7837104,,184775,144
Gulf Coast Hydrogen Hub HyVelocity (TX),USA,Concept,H2,28.91323511,-95.76219953,,,
Gwangyang LNG terminal blue hydrogen,KOR,Concept,H2,34.91441975,127.6657021,,,
H2Notos- Phase 1,TUN,Feasibility study,H2,32.80864765,9.718175457,2000,444444,347
H2Notos- Phase 2,TUN,Concept,H2,32.80864765,9.718175457,8000,1777778,1386
Rijeka Refinery Hydrogen Project,HRV,Concept,H2,45.2891458,14.53267075,10,1923,1
J-Power Sumitomo joint feasibility clean hydrogen Latrobe Valley (VI),AUS,Feasibility study,H2,-38.43701898,146.6355298,,,
Mountaineer Gigasystem (WV) Phase 1,USA,Feasibility study,H2,38.7237451,-82.10196476,,,183
Mountaineer Gigasystem (WV) Phase 2,USA,Concept,H2,38.7237451,-82.10196476,,,183
Mountaineer Gigasystem (WV) Phase 3,USA,Concept,H2,38.7237451,-82.10196476,,,183
Mountaineer Gigasystem (WV) Phase 4,USA,Concept,H2,38.7237451,-82.10196476,,,183
Scotford refinery and chemicals complex (Shell's Polaris Carbon Capture project Shell hub) (ALB),USA,FID/Construction,H2,53.7967431,-113.0911515,,,
Equinor Mongstad refinery,NOR,Feasibility study,H2,60.8027913,5.018351212,,,
Gila Hydrogen Facility,USA,Concept,H2,33.49639363,-112.9328664,443.5245417,98561,77
SALCOS - Andritz green steel at Salzgitter Flachstahl plant,DEU,Feasibility study,H2,52.15234346,10.40665988,100,21739,17
Hyundai Hydrogen Project at Buan Renewable Energy Theme Park,KOR,Feasibility study,H2,35.71765832,127.1528888,2.5,481,0
Brindisi Green Hydrogen,ITA,Feasibility study,H2,40.56584217,18.04082157,2,444,0
La Zaida Green Hydrogen Project,ESP,Concept,H2,41.32509026,-0.427870477,20,4444,3
Musel GreenMet,ESP,Feasibility study,H2,43.53338264,-5.690452145,50,11111,9
Unamed Walia-Green Capital project,ESP,Concept,H2,41.23507547,-0.048939621,50,11111,9
GP H2 As Pontes,ESP,Concept,H2,43.45522062,-7.842269975,40,8889,7
H2-Vallmoll,ESP,Concept,H2,41.24644832,1.246501079,15,2885,2
HyBizkaia EFuels and Mobility at Basque Hydrogen Corridor,ESP,Feasibility study,H2,43.35157705,-3.079641717,10,2222,2
Hystone,ESP,Concept,H2,37.3519706,-2.19448564,10,2222,2
H2OSSA,ESP,Concept,MeOH,38.96120784,-2.745310454,50,11111,9
H2 Alcarria,ESP,Concept,H2,40.74411059,-3.029367389,5,1111,1
Hy Stor,USA,Feasibility study,H2,31.56256253,-88.84524046,2200,488889,381
J Westling,USA,FID/Construction,Ammonia,40.91911623,-100.1581853,200,43478,34
Essar-Gujarat MoU,IND,Concept,H2,21.9263617,71.54008709,1000,222222,173
"Calama Mining District, phase 1",CHL,Feasibility study,H2,-22.43316896,-68.9950676,20,3846,3
"Calama Mining District, phase 2",CHL,Concept,H2,-22.43316896,-68.9950676,80,17778,14
"Calama Mining District, phase 3",CHL,Concept,H2,-22.43316896,-68.9950676,100,22222,17
Infinuim Mo Industrial Park,NOR,Concept,Synfuels,66.31062121,14.16764064,34,7556,6
Industrial Promotion Services-Uganda MoU,UGA,Concept,Ammonia,2.255905681,32.24159,,,
Lhyfe Wallsend ,GBR,Concept,H2,54.9968367,-1.647315596,20,4444,3
Kolya-PNE Albacete,ESP,Concept,H2,38.94605822,-2.000500958,1000,222222,173.3
HydrOxy Hub Walsum- Phase 2-3,DEU,Concept,H2,51.44485416,6.722192705,363,80667,62.9
Green Hydrogen Almazan,ESP,Concept,MeOH,41.48160482,-2.528975471,300,66667,52
Tees Valley Hydrogen Vehicle Ecosystem- Riverside terminal ,GBR,Feasibility study,H2,54.57700199,-1.263734416,3.2,702,0.55
"ACWA-Tunisia MoU green hydrogen project, phase 1",TUN,Concept,H2,35.88312006,10.1304869,2000,444444,347
"ACWA-Tunisia MoU green hydrogen project, phases 2-3",TUN,Concept,H2,35.88312006,10.1304869,4000,888889,693
NW Natural - Modern Hydrogen pyrolysis pilot,USA,DEMO,H2,45.44165634,-122.4685197,,,
PetroChina Qinghai,CHN,Feasibility study,H2,37.38542732,97.31481437,1000,222222,173.3
EDF - J-POWER - Yamna Dhofar,OMN,Feasibility study,Ammonia,17.82195817,54.96785987,2500,555556,433.1
Actis - Fortescue,OMN,Feasibility study,H2,17.82195817,54.96785987,2308.8,513057,400
FertigHy first plant,FRA,Feasibility study,Ammonia,49.74602328,2.930227533,200,43478,33.9
"Shanxi International Energy Group SAF project, phasse 1",CHN,Feasibility study,Synfuels,44.8034952,120.8158191,741.3,164723,128.4
"Shanxi International Energy Group SAF project, phasse 1",CHN,Feasibility study,Synfuels,44.8034952,120.8158191,1482.5,329446,256.8
Phelan Green Energy - Peru,PER,Feasibility study,Ammonia,-16.74856167,-71.87425286,1539.2,342038,267
PV2Fuel,NAM,Feasibility study,Ammonia,-22.95338944,14.49213892,1039.4,230968,180
"P2XFloater and Oksefjorden wind farm
+
P2XFloater and Rubbedalsh??gda wind farm",NOR,Feasibility study,Ammonia,71.10544446,28.06977719,1152.7,256165,200
MetGreenPort,ESP,Feasibility study,MeOH,37.25542927,-6.966162769,800,177778,139
Go Energy Group - Gibraleon,ESP,Feasibility study,Ammonia,37.36561532,-6.974039189,100,22222,17
Go Energy Group - San Juan del Puerto,ESP,Feasibility study,Ammonia,37.31133946,-6.837115745,70,15556,12
Alfanar Energ??a Espa??a,URY,Concept,Ammonia,-33.90949051,-53.96240943,0,,
Sonatrach - Oran,DZA,Concept,H2,35.70581261,-0.664628543,50,11111,9
Chochin Airport Hydrogen project,IND,DEMO,H2,10.15456087,76.37886084,1,222,0
Pudimadaka Green Hydrogen hub,IND,Concept,H2,17.49414484,83.00250484,4435.2,985610,768
Shandong green methanol project- China Hydrogen,CHN,Feasibility study,MeOH,36.16899859,118.9776095,,24540,19
CGN Xinggan League Methanol Production Project,CHN,Feasibility study,MeOH,46.09571177,122.0503808,441.7,98162,77
CGN Chifeng City Balinzuo Banner,CHN,Feasibility study,MeOH,42.28762979,118.9050177,220.9,49081,38
H2-MeOH production and heavy truck integrated technology park in Zhenyuan,CHN,FID/Construction,MeOH,35.72696111,107.1853362,33.1,7362,6
Inner Mongolia Zhongsheng Tech. Group low-carbon methanol ,CHN,Feasibility study,MeOH,40.83880184,107.4068302,22.1,4908,4
