Project/Plant Name,status,technology_all,technology,rated power_kW,country,latitude,longitude,grid_level
RedT-Southwest England,Announced,Electro-chemical battery and chemical storage,Flow battery,40,United Kingdom,55.378051,-3.44,null
PV and EV Charging Systems at Sporting Venue ,Operational,Electro-chemical battery and chemical storage,Flow battery,25,United States,33.4483771,-112.07,null
UCSD SGIP PV Projects,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,730,United States,32.8807318,-117.24,null
UCSD Sunverge 10 kW,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,10,United States,32.8807318,-117.24,null
UCSD Thermal Storage Tank,Operational,Thermal energy storage,Sensible heat,4000,United States,32.8807318,-117.24,null
UCSD MCV 35 kW,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,35,United States,32.8807318,-117.24,null
Silver Creek Pumped Storage Project,Announced,Electro-mechanical energy storage,Pumped hydro storage,300000,United States,40.7564536,-76.13,Transmission
Con Edison Virtual Power Plant - SunPower / Sunverge,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1800,United States,40.6781784,-73.94,Secondary Distribution
Kaimuki Middle School Microgrid Project,Operational,Electro-chemical battery and chemical storage,,2800,United States,21.2691946,-157.8,null
VISA (Data Processing Center),Operational,Electro-chemical battery and chemical storage,Flow battery,25,United States,39,-77,null
Tetiaroa Brando Resort,Operational,Electro-chemical battery and chemical storage,Flow battery,1000,French Polynesia,-16.9916652,-149.58,null
BPC Energy,Operational,Electro-chemical battery and chemical storage,Flow battery,25,Russia,56,38,null
GRID4EU Demo 4: Enel RCube,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Italy,44.1396438,12.25,null
"8 MWh Con Edison & GE - Central Valley, CA",Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,United States,41,-122,null
GE and Con Edison 8 MWh,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,United States,40.6804279,-122.37,null
Anaheim Public Utility- Ice Energy,Operational,Thermal energy storage,Latent heat,200,United States,33.8347516,-117.911732,null
TransGrid City of Sydney's Alexandra Canal Works Depot,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,250,Australia,-33.90166,151.2,null
Underwriters Laboratories - Calmac,Operational,Thermal energy storage,Latent heat,1250,United States,42.1455766,-87.85,Secondary Distribution
EPRI / SunEdison Net-Zero Home Pilot,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,0,United States,34.06,-117.44,null
KVK Energy Solar Project,Announced/Never Built,Thermal energy storage,Sensible heat,100000,India,27.3689942,71.75,null
Gujarat Solar One,Announced/Never Built,Thermal energy storage,Sensible heat,25000,India,23.7337326,69.86,null
Indonesia 500 Island Project - Fluidic Energy,Announced,Electro-chemical battery and chemical storage,Zinc-based battery,4400,Indonesia,-6.2087634,106.85,null
Quick Charging EV's Powered by the Sun (Hoogblokland A27),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,51.8745997,4.9735161,null
Quick Charging EV's Powered by the Sun (Leiden A4),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,52.1518157,4.481108867,null
Quick Charging EV's Powered by the Sun (Afsluitdijk A7),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,51.79578,5.0541,null
Quick Charging EV's Powered by the Sun (Ketelbrug A6),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,52.7091058,5.7477459,null
Quick Charging EV's Powered by the Sun (Amstelveen A9),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,52.3025582,4.8467875,null
Quick Charging EV's Powered by the Sun (Bodegraven A12),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,52.0834347,4.7510872,null
Endesa: CRAVE,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,47,Spain,41.6841242,-0.88,null
IREC B2G,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,23,Spain,41.4304832,2.2182775,null
Quick Charging EV's Powered by the Sun (Woerden A12),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,52.08701595,4.876687199,null
Quick Charging EV's Powered by the Sun (Bunnik A12),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,52.0632104,5.1957958,null
Quick Charging EV's Powered by the Sun (Delft A13),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,51.9994572,4.362724539,null
Quick Charging EV's Powered by the Sun (Beesd A2),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,51.8994088,5.1958729,null
Quick Charging EV's Powered by the Sun (Ridderkerk A15),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,51.8709913,4.592647898,null
Quick Charging EV's Powered by the Sun (Geldermalsen A2),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,51.8825577,5.2714789,null
Quick Charging EV's Powered by the Sun (Zaandam A8),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,52.4382493,4.8137421,null
Quick Charging EV's Powered by the Sun (Heemskerk A9),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,50,Netherlands,52.51011775,4.635060887,null
Western Power Distribution-SomerSet ,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,300,United Kingdom,51.1007505,-2.68,null
New York City 1 MW Aggregated BTM - Glenwood Management,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,1000,United States,40.7830603,-73.97,null
"Lewes BPW / Alevo - 8 MW - (Lewes, Delaware)",Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,8000,United States,38.7733961,-75.1379574,null
Tozzi Green - Madagascar,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,15,Madagascar,-22.3314117,45.7097999,null
Niijima Island Microgrid - Takaoka Toko Ltd,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Japan,34.3746494,139.27,null
"Jhajjar, Haryana BESS - AES",Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,10000,India,29,77,null
Seattle City Light Microgrid,Announced,Electro-chemical battery and chemical storage,,0,United States,47.6062095,-122.33,null
Sarasota County School District,Operational,Thermal energy storage,Latent heat,20000,United States,27.3364347,-82.53,null
Jeju Island Smart Renewables (Gapado),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1500,South Korea,33.4996213,126.53,null
Atacama I,Under Construction,Thermal energy storage,Sensible heat,100000,Chile,-22.453712,-68.93,null
Atacama II,Announced/Never Built,Electro-chemical battery and chemical storage,Lithium-ion battery,12000,Chile,-22.453712,-68.93,null
Energy Buffer Unit (EBU) - BELECTRIC GmbH,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,1500,Germany,53.204087,12.5,null
500 kW Eugene Water & Electric Board (EWEB),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,500,United States,44.0520691,-123.09,null
Maxwell-China Guodin Wind Energy Storage System ,Announced,Electro-chemical battery and chemical storage,Electro-chemical capacitor,1000,China,37.463822,121.45,null
Ensync Distributed Energy Management: Aquion ,Operational,Electro-chemical battery and chemical storage,Sodium-based battery,25,United States,21,-158,null
Amari Pumped Hydro Hybrid Project,Announced,Electro-mechanical energy storage,Pumped hydro storage,50000,Greece,35.240117,24.81,null
Eagle Mountain Pumped Storage Project,Contracted,Electro-mechanical energy storage,Pumped hydro storage,1300000,United States,33.7133313,-115.4,Transmission
Kingfisher Project (Stage 2),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,100000,Australia,-30.5620637,136.9,null
Guodian Hefeng Beizhen Wind Farm: VFB,Operational,Electro-chemical battery and chemical storage,Flow battery,2000,China,41.707,121.858,null
110 kW Kitakyushu Museum of Natural History & Human History,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,110,Japan,33.8834093,130.88,null
10 kW / 100 kWh Haak Fruitfarm Gildemeister CellCube,Operational,Electro-chemical battery and chemical storage,Flow battery,10,Germany,53.6420342,10.06,null
1 MW Necker Island NRG Virgin Project,Operational,Electro-chemical battery and chemical storage,,1000,British Virgin Islands,18.5267666,-64.36,null
85 kW Shimizu Corporation Microgrid,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,85,Japan,35.7090259,139.73,null
Kitakyushu Smart Community Creation Project,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,300,Japan,34,131,null
BMCC Urban Electric 100 kW New York,Announced,Electro-chemical battery and chemical storage,Zinc-based battery,100,United States,40.7127837,-74.01,null
Clean Energy Storage: Advanced Energy Storage Research & Innovation Center,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,47.5877433,-122.24,Secondary Distribution
Willey Energy Storage Project,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,6000,United States,39.3995008,-84.56,Primary Distribution
1500 Walnut,Operational,Thermal energy storage,Latent heat,210,United States,39.948958,-75.17,null
Powerco's Redflow Battery Demonstration,Operational,Electro-chemical battery and chemical storage,Flow battery,3,New Zealand,-39.0579941,174.0806474,null
SolarCity Walmart Solar Storage Projects California,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,37.5629917,-122.33,null
Bysolar Hillside ESS for PJM Frequency Regulation,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,500,United States,40.6955044,-74.23,null
Bosch Second Life Batteries,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,Germany,53.5510846,9.99,null
PREPA Coto Laurel ESS,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,5500,United States,18.004089,-66.58,null
Dynapower Company HQ micro-grid,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,375,United States,44.442312,-73.15,null
SCE Irvine Smart Grid Demonstration: Solar Car Charging Station,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,United States,33.6839473,-117.79,null
ZECO Energy ,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,33,Australia,-38,145,null
Belmeken Hydro Power Plant,Operational,Electro-mechanical energy storage,Pumped hydro storage,104000,Bulgaria,42.1666667,23.8,null
Japan-Egypt-Hurghada-30 MW,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,30000,Egypt,27.2578957,33.81,null
Terna Ciminna Substation - UET,Announced,Electro-chemical battery and chemical storage,Flow battery,450,Italy,37.8964116,13.56,null
200 kW University of South Florida St. Petersburg,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,28,-83,null
Vector Alice Springs Energy Storage Project,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,5000,Australia,-23.698042,133.88,Primary Distribution
Modesto Irrigation District - Primus Power,Offline/Under Repair,Electro-chemical battery and chemical storage,Flow battery,28000,United States,37.6390972,-121,Secondary Distribution
Sunvault Energy-Edison Power- Delaware Fire Station,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,600,United States,39.158168,-75.52,null
HECO/Greensmith Energy Battery Energy Storage System,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,5,United States,21,-158,Secondary Distribution
American Vanadium Corp. MTA CellCube Installation,Operational,Electro-chemical battery and chemical storage,Flow battery,90,United States,40.70446735,-74.01263158,null
Oncor Battery Storage,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,250,United States,32.7766642,-96.8,null
TimberRock De-MAP Test,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,10,United States,39,-77,null
UCI Microgrid: Thermal Storage,Operational,Thermal energy storage,Sensible heat,6590,United States,34,-118,null
GS Yuasa Gunma Solar Plant,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,100,Japan,36.29101,139.25594,null
INGRID Hydrogen Demonstration Project,Operational,Electro-chemical battery and chemical storage,Hydrogen storage,1200,Italy,41.3597802,15.31,null
Pecan Street Project Inc. Energy Internet Demonstration,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,15,United States,30.3952976,-97.74,null
Corsica 2 MW Storage by Saft and Schneider,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,France,42.2918623,9.19,null
Takami Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,200000,Japan,43.0620958,141.35,Primary Distribution
Rodundwerk I Pumped Hydro Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,198000,Austria,47.08514,9.88,null
Nagarjuna Sagar Pumped Hydro Station Tail Pond Project,Operational,Electro-mechanical energy storage,Pumped hydro storage,700000,India,16.5919286,79.49,null
Juicebox Energy-Rising Sun Solar- Maui ,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,4,United States,21,-156,null
Ameresco Canada Inc-IESO,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,4000,Canada,51,-85,Transmission
Samyoung Vanadium Redox Flow Battery Project,Operational,Electro-chemical battery and chemical storage,Flow battery,50,South Korea,36.4465346,127.12,null
"Sullivan Water Treatment Plant (Cambridge, Massachusetts)",Announced,Electro-chemical battery and chemical storage,,0,United States,42,-71,null
Isentropic Demonstration Project,Announced,Thermal energy storage,Heat thermal storage,1400,United Kingdom,52.906367,-1.26,Primary Distribution
Global Change Institute M120 ,Operational,Electro-chemical battery and chemical storage,Flow battery,120,Australia,-27.4954306,153.01,null
RedoxWind - The Fraunhofer Institute for Chemical Technology (ICT),Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,Germany,48.9780878,8.54,null
Adobe Baker and Hamilton Building Stem System,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,162,United States,37.7717908,-122.4,null
EPCC Thermal Storage: Rio Grande,Operational,Thermal energy storage,Latent heat,180,United States,31.7639721,-106.49,null
EPCC Thermal Storage: Transmountain,Operational,Thermal energy storage,Latent heat,225,United States,31.8855883,-106.44,Secondary Distribution
Entergy Solar-Plus-Storage Pilot Project,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,29.9510658,-90.07,null
Sumava National Park CellCube,Operational,Electro-chemical battery and chemical storage,Flow battery,10,Czech Republic,48.97187,13.63295,null
Kwigillingok Wind-Diesel Battery Hybrid,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,250,United States,60,-163,null
SunEdison Canada Origination LP-IESO,Announced,Electro-chemical battery and chemical storage,,5000,Canada,51.253775,-85.32,null
GS E&R-LG Chem ,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,12500,South Korea,36.6664,129.1127,null
Scituate Technical Assistance Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Shirley Police Station Technical Assistance Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,43,-72,null
Somerville Department of Public Works Technical Assistance,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Northampton Microgrid with Islandable PV (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42.3250896,-72.64,null
Sterling Police and Communication Facility Microgrid (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-72,null
Amherst/Umass Microgrid (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-73,null
Madison Park High School Shelter - Boston (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42.3600825,-71.06,null
Cambridge Rindge and Latin School (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Lawrence Water Treatment Plant (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,43,-71,null
Leverett Resiliency Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-73,null
Falmouth High School (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Lincoln/Wayland-MAPC TA Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Melrose Microgrid TA Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
New Bedford Techincal Assistance Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Newton Technical Assistance Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Sandwich Technical Assistance Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-70,null
Saugus Technical Assistance Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Medford Resiliency Project (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Acton Critical Facilties Resiliency (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,Transmission
Solar Energy Corporation of India (SECI)-100MW,Announced,Electro-chemical battery and chemical storage,,100000,India,14.6818877,77.6,null
Dukhan Oil Field,Contracted,Electro-chemical battery and chemical storage,Nickel-based battery,2000,Qatar,25.4280036,50.78,null
Rockefeller Center Thermal Storage,Operational,Thermal energy storage,Latent heat,1025,United States,40.7589426,-73.98,null
Minami Daito Island Frequency Regulation,Operational,Electro-chemical battery and chemical storage,Nickel-based battery,300,Japan,25.846401,131.24,null
NEDO New Mexico Smart Grid Demonstration Project,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,800,United States,35.8880796,-106.31,null
Cox Enterprises Stem PowerStore System,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,18,United States,34.0596323,-117.47,null
"SDGE Skills CES, GRC ES Program Unit 2",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,25,United States,33,-117,Secondary Distribution
Clean Energy Storage: Berkes,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,11,United States,37.931868,-121.7,null
Clean Energy Storage: Golden Bridge Development,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,5,United States,34.39,-117.4,null
Clean Energy Storage: Dibene,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,24,United States,36.988562,-121.81,null
Hydrogenics Power-to-Gas,Contracted,Electro-chemical battery and chemical storage,Hydrogen storage,2000,Canada,43.7146484,-79.58875654,null
Lam Takhong Wind Hydrogren Hybrid Project,Contracted,Electro-chemical battery and chemical storage,Hydrogen storage,300,Thailand,14.9798997,102.1,null
Dal Molin Thermal Energy Storage,Operational,Thermal energy storage,Sensible heat,400,Italy,45.5454787,11.54,null
Taunton/Berkley Community Microgrid (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Boston Community Centers (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-71,null
Northampton Fire Department HQ (MASS DOER Community Resiliency),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,1,United States,42,-73,Transmission
Prineville Pumped Storage,Announced,Electro-mechanical energy storage,Pumped hydro storage,150000,United States,44.0978126,-120.1,null
Kingdom of Jordan - NEPCO ,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,20000,Jordan,30.585164,36.24,null
Charlotte Hobbs Memorial Library - JuiceBox Energy,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,6,United States,44,-71,Secondary Distribution
SOPRA: Food-processing factory Sustainable Powerplant,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1100,Nigeria,6.9098333,3.26,null
ACEA Raffineria Substation Smart Grid ,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,10,Italy,42,12,null
"NextEra Canada Development & Acquisitions, Inc.-Elmira",Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,2000,Canada,51,-85,Transmission
Green Charge Networks GreenStation Announced 19,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,32.753413,-117.13,Secondary Distribution
Green Charge Networks GreenStation Announced 20,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,33.020912,-117.07,Secondary Distribution
Green Charge Networks GreenStation Announced 21,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,32.80726,-117.12,Secondary Distribution
Green Charge Networks GreenStation Announced 24,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,32.994222,-117.25,Secondary Distribution
Green Charge Networks GreenStation Announced 33,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,32.7185482,-117.17,Secondary Distribution
Green Charge Networks GreenStation Announced 34,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,32.829709,-117.13,Secondary Distribution
Green Charge Networks GreenStation Announced 18,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,90,United States,32.7156372,-117.17,Secondary Distribution
County of Santa Barbara Green Charge Networks GreenStation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,34.4249419,-119.7035796,Secondary Distribution
Oak Park USD - Brookside Elementary School Green Charge Networks GreenStation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,60,United States,34.1726298,-118.76,Secondary Distribution
California Fresh Market Green Charge Networks GreenStation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,34.584807,-120.1441616,Secondary Distribution
MVLA High School District - Los Altos HS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,37.385071,-122.109264,Secondary Distribution
Kaiser Permanente San Rafael Green Charge Networks GreenStation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,38.00466675,-122.5551134,Secondary Distribution
Redwood City Parking Garage Green Charge Networks Greenstation,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,37.48725195,-122.2272839,null
"Yokohama Smart City Project, SCADA Virtual Battery",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,600,Japan,35,140,null
Gasado Island Renewable & Off-grid Integration,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1250,South Korea,34.4815801,126.05,null
Frequency Regulation ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,4000,South Korea,34.8533747,127.73,null
2013 Smart Grid Project for Peak Shifting,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,500,South Korea,37.757948,127.63,null
Riverside Public Utilities 5 MW Ice Energy Project,Announced,Thermal energy storage,Latent heat,5000,United States,33.9533487,-117.4,null
Riverside Public Utilities 5 MW Ice Energy Project,Announced,Thermal energy storage,Latent heat,5000,United States,34,-117,null
Escondido School District-Tesla,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,150,United States,33.1192068,-117.09,null
Revelstoke Hydro Battery,Announced,Electro-mechanical energy storage,Pumped hydro storage,4000000,Canada,51,-118,null
ATL-SSL 1MW/2MWh Energy Storage System,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,China,22.924983,113.88,null
Irvine Ranch Water District (IRWD) - AMS,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,7,United States,33.6588951,-117.83,null
Liaoning Electric Power Research Institute Micro-grid Project,Operational,Electro-chemical battery and chemical storage,Flow battery,100,China,41.805865,123.43,null
Gold Wind Smart Micro-grid VFB,Operational,Electro-chemical battery and chemical storage,Flow battery,200,China,39.90403,116.41,null
Snake Island Independent Power Supply System VFB,Operational,Electro-chemical battery and chemical storage,Flow battery,10,China,39,122,null
Dalian EV Charging Station VFB,Operational,Electro-chemical battery and chemical storage,Flow battery,60,China,38.914003,121.61,null
RKP R&D Center Building VFB,Operational,Electro-chemical battery and chemical storage,Flow battery,60,China,38.914003,121.61,null
30 MW SK Innovation BESS,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,30000,Germany,52.1205333,11.63,null
"SDGE Poway CES, GRC ES Program Unit 4",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,25,United States,33,-117,Secondary Distribution
"SDGE Borrego SES, GRC ES Program Unit 5",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,33,-116,Primary Distribution
"SDGE C1243 Ortega HWY, GRC ES Program Unit 6",Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,34,-118,Primary Distribution
"SDGE C75 Mt San Miguel, GRC ES Program Unit 7",Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,United States,33,-117,Primary Distribution
"SDGE Clairmont CES, GRC ES Program Unit 3",Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,25,United States,33,-117,Secondary Distribution
Benton PUD Battery Energy Storage,Offline/Under Repair,Electro-chemical battery and chemical storage,Lead-acid battery,10,United States,46.2087066,-119.1199192,Secondary Distribution
"Dublin, Ireland - Gaelectric, Tesla - 1 MW BESS",Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Ireland,53,-6,null
Whole Foods Kailua- Hawaii ,Under Construction,Electro-chemical battery and chemical storage,Lithium-ion battery,0,United States,21.4022222,-157.74,null
Marmora Pumped Storage,Announced,Electro-mechanical energy storage,Pumped hydro storage,400000,Canada,44.482947,-77.68,Transmission
IHI Corporation Tohoku Long Duration A123 System,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,Japan,31.7623756,131.09,null
SolarCity / Tesla / Princeton Power Grid Services Project (Fremont Site 1),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,200,United States,37.5482697,-121.99,null
SolarCity / Tesla / Princeton Power EV Charging Station (Fremont Site 2),Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,30,United States,37.5482697,-121.99,null
China Lake Microgrid,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,200,United States,35.6507888,-117.66,null
"Freqcon's Tallaght Smart Grid Testbed, Dublin Ecoult ",Operational,Electro-chemical battery and chemical storage,Lead-acid battery,7,Ireland,53,-6,null
Asheville Plant - Duke Energy,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,5000,United States,35.478166,-82.55,null
20 kW / 187 kWh - SABIC Home of Innovation - Saft,Announced,Electro-chemical battery and chemical storage,Lithium-ion battery,20,Saudi Arabia,25.0054482,46.54,null
Pedreira Pumped Hydro Power Station,Operational,Electro-mechanical energy storage,Pumped hydro storage,20000,Brazil,-22.7418246,-46.9,Transmission
Anderson Pumped Storage,Announced,Electro-mechanical energy storage,Pumped hydro storage,80000,United States,43.3589,-115.4486,null
Black Canyon Pumped Storage,Announced,Electro-mechanical energy storage,Pumped hydro storage,1000000,United States,41.8023171,-107.24,null
Rose Creek Pumped Storage,Announced,Electro-mechanical energy storage,Pumped hydro storage,250000,United States,38.4343464,-118.49,null
White Pine Pumped Storage,Announced,Electro-mechanical energy storage,Pumped hydro storage,750000,United States,39.356,-114.799,null
Con Edison/Eos Energy Storage Distributed Energy Storage Pilot,Announced,Electro-chemical battery and chemical storage,Zinc-based battery,1000,United States,40.7127281,-74.0060152,null
Power Station Generation Storage,Operational,Thermal energy storage,Sensible heat,6000,United States,40,-75,Transmission
1 MW - SunSmart Emergency Shelters Program,Operational,Electro-chemical battery and chemical storage,Lead-acid battery,1000,United States,29.2738888,-82.15,null
Guodian Supply-Side Energy Storage Project,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,5000,China,41.707,121.858,null
Guangdong Nuclear Power Corp - BYD,Contracted,Electro-chemical battery and chemical storage,Lithium-ion battery,2500,China,23.111847,114.42,null
Zhangbei 1 MW Battery Project for State Grid Company,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,1000,China,41.2189189,114.74,null
ZheJiang 250 kW/250 kWh ESS,Operational,Electro-chemical battery and chemical storage,Lithium-ion battery,250,China,30,122,null
