TerminalName,type,status,country,Capacity,CapacityUnits,CapacityInBcm/y,latitude,longitude
Crown Kakinada LNG Terminal,Import,Proposed,India,7.2,mtpa,9.79,16.9524,82.3869
LNG Alliance Mangalore FSRU,Import,Shelved,India,4,mtpa,5.44,12.926024,74.81257
New Fortress Colombo LNG Terminal,Import,Shelved,Sri Lanka,1200000,gal/day,0.96,6.9048,79.4723
Chuanbi Island LNG Terminal,Import,Cancelled,China,3,mtpa,4.08,29.91474423,122.0033309
Jieyang LNG Terminal (PetroChina),Import,Shelved,China,6.5,mtpa,8.84,22.9362588,116.2506755
Portovesme FSRU,Import,Proposed,Italy,,,--,39.195612,8.391925
Hai Lang LNG Terminal,Import,Construction,Vietnam,1.5,mtpa,2.04,16.9944,107.1154
Vung Ang LNG Terminal,Import,Proposed,Vietnam,,,--,18.09792,106.38123
Porto Torres FSRU,Import,Proposed,Italy,5,bcm/y,5,40.842386,8.399781
Tiga FLNG Terminal,Export,Construction,Malaysia,2,mtpa,2.72,5.968,118.215
Inkoo FSRU,Import,Operating,Finland,5,bcm/y,5,60.013697,23.91506
Thilawa LNG Terminal,Import,Cancelled,Myanmar,,,--,16.6181383,96.2668211
Arctic LNG 3 Terminal,Export,Proposed,Russia,19.8,mtpa,26.93,72.56577,73.847129
Kara LNG Terminal,Export,Proposed,Russia,30,mtpa,40.8,70.7893987,55.18380898
Lakach Field FLNG Terminal,Export,Shelved,Mexico,1.4,mtpa,1.9,19.2933,-95.4018
New Fortress Altamira FLNG Terminal,Export,Operating,Mexico,1.4,mtpa,1.9,22.6543,-97.68048
New Fortress Altamira FLNG Terminal,Export,Construction,Mexico,1.4,mtpa,1.9,22.6543,-97.68048
New Fortress Altamira FLNG Terminal,Export,Proposed,Mexico,1.4,mtpa,1.9,22.6543,-97.68048
New Fortress Altamira FLNG Terminal,Export,Proposed,Mexico,1.4,mtpa,1.9,22.6543,-97.68048
New Fortress Altamira FLNG Terminal,Export,Proposed,Mexico,1.4,mtpa,1.9,22.6543,-97.68048
Palu LNG Terminal,Import,Shelved,Indonesia,2,mtpa,2.72,-0.71358,119.86043
Surat Thani FSRU,Import,Shelved,Thailand,5,mtpa,6.8,9.24816,99.3268
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-9.059413815,143.2072899
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-6.756102427,147.0075481
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-3.073070244,152.5057782
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-2.227493875,146.8670599
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-5.410414644,154.6902964
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-5.537955404,150.1501539
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-10.31947913,150.4528498
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-5.232665519,145.8170959
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-4.206248988,152.1695425
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-3.553417519,143.6468213
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-6.12657885,141.2998883
PAWA PNG FSRU Project,Import,Proposed,Papua New Guinea,,,--,-7.415430904,144.2560886
Thai Binh FSRU,Import,Proposed,Vietnam,1,mtpa,1.36,20.45638,106.60887
Tien Giang LNG Terminal,Import,Cancelled,Vietnam,6,mtpa,8.16,0.448,106.709
Ben Tre FSRU,Import,Shelved,Vietnam,,,--,9.960177,106.641855
Tien Lang FSRU,Import,Shelved,Vietnam,,,--,20.6708553,106.7137204
Lubmin FSRU,Import,Retired,Germany,5.7,mtpa,7.75,54.153332,13.645319
GEIL FSRU,Import,Cancelled,Pakistan,,,--,24.7718,67.3119
Mauritius FSRU,Import,Proposed,Mauritius,,,--,-20.105785,57.420697
Penn LNG Terminal,Export,Proposed,United States,7,mtpa,9.52,39.837705,-75.370597
Itaqui FSRU,Import,Proposed,Brazil,7.67,bcm/y,7.67,-2.589554,-44.36869
Sinolam LNG Terminal,Import,Shelved,Panama,1.1,mtpa,1.5,9.384621,-79.88305
Antigua Power LNG Terminal,Import,Construction,Antigua and Barbuda,,,--,17.136679,-61.751593
Brunsb??ttel LNG Terminal,Import,Construction,Germany,8,bcm/y,8,53.9140009,8.9760945
Woodside Probolinggo LNG Terminal,Import,Shelved,Indonesia,,,--,-7.728885891,113.2170407
Stade FSRU,Import,Construction,Germany,6,bcm/y,6,53.65265343,9.515232997
Payra LNG Terminal,Import,Cancelled,Bangladesh,7.5,mtpa,10.2,21.999205,90.305597
Rovuma FLNG Terminal,Export,Shelved,Mozambique,3,mtpa,4.08,-10.753277,40.798272
BirAllah LNG Hub,Export,Proposed,Mauritania,10,mtpa,13.6,17.9929,-16.0268
Yakaar-Teranga LNG Hub,Export,Proposed,Senegal,10,mtpa,13.6,14.6869,-17.42709
Manzanillo (Dominican Republic) LNG Terminal,Import,Construction,Dominican Republic,1,mtpa,1.36,19.696041,-71.726787
Ravenna FSRU,Import,Construction,Italy,5,bcm/y,5,44.48283,12.291482
Piombino FSRU,Import,Operating,Italy,5,bcm/y,5,42.932151,10.54641
Wilhelmshaven TES FSRU,Import,Construction,Germany,4.5,bcm/y,4.5,53.516667,8.133333
Lubmin RWE FSRU,Import,Proposed,Germany,5,bcm/y,5,54.153332,13.555555
Zeeland Energy FSRU,Import,Proposed,Netherlands,7.5,bcm/y,7.5,51.637811,3.6295
Terneuzen FSRU,Import,Cancelled,Netherlands,,,--,51.345151,3.84763
Black Sea LNG Terminal,Import,Proposed,Romania,,,--,44.188527,28.652581
Black Sea LNG Terminal,Export,Proposed,Georgia,,,--,42.275558,41.63284
Bar LNG Terminal,Import,Proposed,Montenegro,0.4,mtpa,0.54,42.093367,19.081096
Pakistan State Oil LNG Terminal,Import,Proposed,Pakistan,,,--,24.812582,66.972761
LNG Easy Floating LNG Terminal,Import,Proposed,Pakistan,1,mtpa,1.36,24.834334,66.977824
Ruwais LNG Terminal,Export,Proposed,United Arab Emirates,4.8,mtpa,6.53,24.13523,52.65226
Ruwais LNG Terminal,Export,Proposed,United Arab Emirates,4.8,mtpa,6.53,24.13523,52.65226
Dandong LNG Terminal,Import,Shelved,China,,,--,39.77782265,124.1156083
Cap Lopez FLNG Terminal,Export,Proposed,Gabon,0.7,mtpa,0.95,-0.632279,8.71253
Mailiao LNG Terminal,Import,Proposed,Taiwan,6,mtpa,8.16,23.76501757,120.168057
Rudong LNG Terminal (China Resources),Import,Construction,China,6.5,mtpa,8.84,32.53018763,121.418122
Shanwei LNG Terminal,Import,Proposed,China,,,--,22.65172362,115.5691341
Zhouji LNG Terminal,Import,Proposed,Taiwan,6,mtpa,8.16,22.51902521,120.3136864
Murmansk LNG Terminal,Export,Proposed,Russia,6.8,mtpa,9.25,69.27668704,33.61763022
Murmansk LNG Terminal,Export,Proposed,Russia,6.8,mtpa,9.25,69.27668704,33.61763022
Murmansk LNG Terminal,Export,Proposed,Russia,6.8,mtpa,9.25,69.27668704,33.61763022
Valentina LNG Terminal,Export,Proposed,Russia,7,mtpa,9.52,43.01687529,132.3202986
Coatzacoalcos LNG Terminal,Export,Proposed,Mexico,0.6,bcf/d,6.2,18.119088,-94.406895
Sycar Venezuela FLNG Terminal,Export,Shelved,Venezuela,,,--,10.088111,-64.862283
Aruba LNG Terminal,Import,Proposed,Aruba,,,--,12.435298,-69.920293
Clifton Pier LNG Terminal,Import,Shelved,Bahamas,,,--,25.004188,-77.538844
Northern Territory LNG Terminal,Export,Proposed,Australia,6.6,mtpa,8.98,-12.540309,130.960794
Sepetiba Bay FSRU,Import,Operating,Brazil,2.7,mtpa,3.67,-22.928227,-43.857039
Buru FLNG Terminal,Export,Proposed,Australia,,,--,-18.291312,121.98236
Nimofast Antonina LNG Terminal,Import,Proposed,Brazil,2.19,bcm/y,2.19,-25.445703,-48.692089
Dislub Maranh??o FSRU,Import,Proposed,Brazil,4.38,bcm/y,4.38,-2.533597,-44.378089
Eni Congo FLNG II Terminal,Export,Construction,Republic of the Congo,2.4,mtpa,3.26,-4.59022,11.470348
Coral North FLNG Terminal,Export,Proposed,Mozambique,3.4,mtpa,4.62,-10.9,41.2
Golar Nigeria FLNG Terminal,Export,Proposed,Nigeria,,,--,4.191751,5.771377
Richards Bay Transnet FSRU,Import,Proposed,South Africa,2,mtpa,2.72,-28.8,32.1
Richards Bay Transnet FSRU,Import,Proposed,South Africa,3,mtpa,4.08,-28.8,32.1
Port Edward LNG Terminal,Export,Proposed,Canada,0.3,mtpa,0.41,54.318709,-130.320017
Gulfstream LNG Terminal,Export,Proposed,United States,4,mtpa,5.44,29.575938,-89.816741
Grand Isle Deepwater Port Terminal,Export,Proposed,United States,2.1,mtpa,2.86,29.039441,-89.9921
Grand Isle Deepwater Port Terminal,Export,Proposed,United States,2.1,mtpa,2.86,29.039441,-89.9921
Nopetro LNG Terminal,Export,Cancelled,United States,0.01,bcf/d,0.11,29.819501,-85.310654
Ulsan LNG Terminal,Import,Construction,South Korea,2.4,mtpa,3.26,35.501837,129.396566
Ulsan LNG Terminal,Import,Construction,South Korea,4.8,mtpa,6.53,35.501837,129.396566
POSCO Dangjin LNG Terminal,Import,Proposed,South Korea,3.5,mtpa,4.76,36.96132,126.839859
Mowi LNG Terminal,Import,Operating,United Kingdom,0.22,mtpa,0.3,57.271545,-5.726805
Grangemouth FSRU,Import,Proposed,United Kingdom,5,mtpa,6.8,56.022485,-3.676664
Pilot Cork FSRU,Import,Proposed,Ireland,3,mtpa,4.08,51.826809,-8.232798
Thanh H??a LNG Terminal,Import,Proposed,Vietnam,1.2,https://www.spglobal.com/commodityinsights/en/market-insights/latest-news/lng/030424-vietnams-pv-gas-to-supply-lng-to-replace-piped-gas-in-power-plant,--,19.307579,105.820986
Firebird LNG Terminal,Export,Proposed,Suriname,2.7,mtpa,3.67,5.967844,-56.990446
Petronas ZFLNG Terminal,Export,Proposed,Malaysia,2,mtpa,2.72,7.5389,115.881
Mukran FSRU,Import,Operating,Germany,,,--,54.478384,13.598351
Mukran FSRU,Import,Operating,Germany,13.5,bcm/y,13.5,54.478384,13.598351
ACWA LNG Terminal,Import,Cancelled,Bangladesh,,,--,21.520521,91.869445
Pertamina Bangladesh FSRU,Import,Cancelled,Bangladesh,,,--,22.2337,91.866
Matarbari GE LNG Terminal,Import,Cancelled,Bangladesh,,,--,21.7281,91.8896
Gopalpur FSRU,Import,Proposed,India,4,mtpa,5.44,19.301786,84.966246
Gopalpur FSRU,Import,Proposed,India,5,mtpa,6.8,19.301786,84.966246
Madura FLNG Terminal,Export,Proposed,Indonesia,,,--,-7.371,113.2767
West Papua FLNG Terminal,Export,Proposed,Indonesia,1.2,mtpa,1.63,-2.372162,133.228061
Atimonan LNG Terminal,Import,Proposed,Philippines,,,--,14.0569,121.86168
Zhangjiagang LNG Terminal,Import,Proposed,China,3,mtpa,4.08,31.82350221,120.8224608
LNG Yakutia Terminal,Export,Proposed,Russia,0.18,mtpa,0.24,61.78134376,130.5533017
LNG Yakutia Terminal,Export,Proposed,Russia,0.35,mtpa,0.48,61.78134376,130.5533017
Arkhangelsk LNG Terminal,Export,Proposed,Russia,0.08,mtpa,0.11,64.4031577,40.82721591
Arkhangelsk LNG Terminal,Export,Proposed,Russia,0.08,mtpa,0.11,64.4031577,40.82721591
Tambey LNG Terminal,Export,Proposed,Russia,20,mtpa,27.2,71.235,71.546
Taimyr LNG Terminal,Export,Proposed,Russia,50,mtpa,68,73.153613,80.405868
Al-Faw FSRU Terminal,Import,Proposed,Iraq,1,bcf/d,10.34,29.89550003,48.43587509
Pasca FLNG Terminal,Export,Proposed,Papua New Guinea,0.75,mtpa,1.02,-8.746641,144.82941
Nador FSRU,Import,Proposed,Morocco,,,--,35.25496897,-3.177765712
Dakhla LNG Terminal,Import,Proposed,Western Sahara,,,--,23.6578,-15.9424
Argent LNG Terminal,Export,Proposed,United States,10,mtpa,13.6,29.105833,-90.194444
Argent LNG Terminal,Export,Proposed,United States,10,mtpa,13.6,29.105833,-90.194444
Gresik LNG Terminal,Import,Proposed,Indonesia,,,--,-7.086928,112.602216
Sulawesi-Maluku LNG Cluster,Import,Proposed,Indonesia,2.3,mtpa,3.13,-2.977698,124.539938
Botum Sakor LNG Terminal,Import,Proposed,Cambodia,,,--,10.890206,103.40311
Quezon LNG Terminal,Import,Proposed,Philippines,1.1,mtpa,1.5,14.2296,121.7558
Ace Gas Nigeria FLNG Terminal,Export,Proposed,Nigeria,3,mpta,--,5.550936,5.083679
Transoceanic Nigeria FLNG Terminal,Export,Proposed,Nigeria,3,mpta,--,4.247571,5.600936
Riverside LNG Terminal,Export,Proposed,Nigeria,1.4,mtpa,1.9,4.698139,7.159439
Teesside WaveCrest LNG Terminal,Import,Proposed,United Kingdom,6,mtpa,8.16,54.57423,-1.23496
Yingkou LNG Terminal,Import,Proposed,China,6.2,mtpa,8.43,40.1988392,121.977137
Salina Cruz LNG Terminal (Pilot/GFI),Export,Proposed,Mexico,0.34,mtpa,0.46,16.15999,-95.209909
Golar-Pan American FLNG Terminal,Export,Proposed,Argentina,2.45,mtpa,3.33,,
Nghi Son LNG Terminal,Import,Proposed,Vietnam,,,--,19.437793,105.768091
Northern Vietnam LNG Terminal,Import,Proposed,Vietnam,0.7,mtpa,0.95,20.823732,106.796686
Northern Vietnam LNG Terminal,Import,Proposed,Vietnam,0.5,mtpa,0.68,20.823732,106.796686
TGS Puerto Galv??n LNG Terminal,Export,Proposed,Argentina,5.84,bcm/y,5.84,-38.784331,-62.299546
Gato Negro Manzanillo LNG Terminal,Export,Proposed,Mexico,4,mtpa,5.44,19.015597,-104.273765
