ProjectID,Wiki,TerminalName,FacilityType,Status,Country,Capacity,CapacityUnits,CapacityInBcm/y,StartYearEarliest,Location,State/Province,Latitude,Longitude,CostUSD,LastUpdated
0,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Import,Mothballed,United States,11.4,mtpa,15.5,2009,Hackberry,Louisiana,30.035471,-93.3383568,--,2024-07-01
1,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export,Operating,United States,4.5,mtpa,6.12,2019,Hackberry,Louisiana,30.035471,-93.3383568,3333333333,2024-07-01
2,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export,Operating,United States,4.5,mtpa,6.12,2019,Hackberry,Louisiana,30.035471,-93.3383568,3333333333,2024-07-01
3,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export,Operating,United States,4.5,mtpa,6.12,2020,Hackberry,Louisiana,30.035471,-93.3383568,3333333333,2024-07-01
4,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export,Proposed,United States,6.75,mtpa,9.18,2027,Hackberry,Louisiana,30.035471,-93.3383568,--,2024-07-01
5,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export,Cancelled,United States,5,mtpa,6.8,2026,Hackberry,Louisiana,30.035471,-93.3383568,--,2024-07-01
6,https://www.gem.wiki/Cameron_LNG_Terminal,Cameron LNG Terminal,Export,Proposed,United States,0.68,mtpa,0.92,2026,Hackberry,Louisiana,30.035471,-93.3383568,--,2024-07-01
1,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,Export,Proposed,United States,1.55,mtpa,2.11,2027,Cameron Parish,Louisiana,29.764163,-93.348066,666666666.7,2024-05-22
2,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,Export,Proposed,United States,1.55,mtpa,2.11,2027,Cameron Parish,Louisiana,29.764163,-93.348066,666666666.7,2024-05-22
3,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,Export,Proposed,United States,1.55,mtpa,2.11,2027,Cameron Parish,Louisiana,29.764163,-93.348066,666666666.7,2024-05-22
4,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,Export,Proposed,United States,1.55,mtpa,2.11,2027,Cameron Parish,Louisiana,29.764163,-93.348066,666666666.7,2024-05-22
5,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,Export,Proposed,United States,1.55,mtpa,2.11,2027,Cameron Parish,Louisiana,29.764163,-93.348066,666666666.7,2024-05-22
6,https://www.gem.wiki/Commonwealth_LNG_Terminal,Commonwealth LNG Terminal,Export,Proposed,United States,1.55,mtpa,2.11,2027,Cameron Parish,Louisiana,29.764163,-93.348066,666666666.7,2024-05-22
1,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2018,Corpus Christi,Texas,27.91354225,-97.28656287,5166666667,2024-05-22
2,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2019,Corpus Christi,Texas,27.91354225,-97.28656287,5166666667,2024-05-22
3,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2021,Corpus Christi,Texas,27.91354225,-97.28656287,5166666667,2024-05-22
4,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Construction,United States,1.64,mtpa,2.23,2025,Corpus Christi,Texas,27.91354225,-97.28656287,1142857143,2024-05-22
5,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Construction,United States,1.64,mtpa,2.23,2025,Corpus Christi,Texas,27.91354225,-97.28656287,1142857143,2024-05-22
6,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Construction,United States,1.64,mtpa,2.23,2025,Corpus Christi,Texas,27.91354225,-97.28656287,1142857143,2024-05-22
7,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Construction,United States,1.64,mtpa,2.23,2025,Corpus Christi,Texas,27.91354225,-97.28656287,1142857143,2024-05-22
8,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Construction,United States,1.64,mtpa,2.23,2025,Corpus Christi,Texas,27.91354225,-97.28656287,1142857143,2024-05-22
9,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Construction,United States,1.64,mtpa,2.23,2025,Corpus Christi,Texas,27.91354225,-97.28656287,1142857143,2024-05-22
10,https://www.gem.wiki/Corpus_Christi_LNG,Corpus Christi LNG Terminal,Export,Construction,United States,1.64,mtpa,2.23,2025,Corpus Christi,Texas,27.91354225,-97.28656287,1142857143,2024-05-22
11,https://www.gem.wiki/Corpus_Christi_LNG_Terminal,Corpus Christi LNG Terminal,Export,Proposed,United States,1.64,mtpa,2.23,2031,Corpus Christi,Texas,27.91354225,-97.28656287,--,2024-05-22
12,https://www.gem.wiki/Corpus_Christi_LNG_Terminal,Corpus Christi LNG Terminal,Export,Proposed,United States,1.64,mtpa,2.23,2031,Corpus Christi,Texas,27.91354225,-97.28656287,--,2024-05-22
0,https://www.gem.wiki/Cove_Point_LNG_Terminal,Cove Point LNG Import Terminal,Import,Operating,United States,13.7,mtpa,18.63,1978,Lusby,Maryland,38.3913422,-76.4045082,--,2024-07-08
1,https://www.gem.wiki/Cove_Point_LNG_Terminal,Cove Point LNG Export Terminal,Export,Operating,United States,5.25,mtpa,7.14,2018,Lusby,Maryland,38.3913422,-76.4045082,4000000000,2024-07-08
1,https://www.gem.wiki/Delfin_FLNG_Terminal,Delfin FLNG Terminal,Export,Proposed,United States,3.38,mtpa,4.59,2027,"Port Delfin, Cameron Parish",Louisiana,29.13697735,-93.53395095,2000000000,2024-07-02
2,https://www.gem.wiki/Delfin_FLNG_Terminal,Delfin FLNG Terminal,Export,Proposed,United States,3.38,mtpa,4.59,2027,"Port Delfin, Cameron Parish",Louisiana,29.13697735,-93.53395095,2000000000,2024-07-02
3,https://www.gem.wiki/Delfin_FLNG_Terminal,Delfin FLNG Terminal,Export,Proposed,United States,3.38,mtpa,4.59,2027,"Port Delfin, Cameron Parish",Louisiana,29.13697735,-93.53395095,2000000000,2024-07-02
4,https://www.gem.wiki/Delfin_FLNG_Terminal,Delfin FLNG Terminal,Export,Proposed,United States,3.38,mtpa,4.59,2027,"Port Delfin, Cameron Parish",Louisiana,29.13697735,-93.53395095,2000000000,2024-07-02
1,https://www.gem.wiki/Driftwood_LNG_Terminal,Driftwood LNG Terminal,Export,Proposed,United States,11,mtpa,14.96,2027,Calcasieu Parish,Louisiana,30.091298,-93.330534,14500000000,2024-07-02
2,https://www.gem.wiki/Driftwood_LNG_Terminal,Driftwood LNG Terminal,Export,Proposed,United States,16.6,mtpa,22.58,2028,Calcasieu Parish,Louisiana,30.091298,-93.330534,10500000000,2024-07-02
0,https://www.gem.wiki/Eagle_LNG_Terminal,Eagle LNG Import Terminal,Import,Proposed,United States,,,--,2022,Jacksonville,Florida,30.40879661,-81.61041174,--,2024-07-08
1,https://www.gem.wiki/Eagle_LNG_Terminal,Eagle LNG Terminal,Export,Proposed,United States,550000,gal/day,0.44,2026,Jacksonville,Florida,30.40879661,-81.61041174,180666666.7,2024-07-08
2,https://www.gem.wiki/Eagle_LNG_Terminal,Eagle LNG Terminal,Export,Proposed,United States,550000,gal/day,0.44,2026,Jacksonville,Florida,30.40879661,-81.61041174,180666666.7,2024-07-08
3,https://www.gem.wiki/Eagle_LNG_Terminal,Eagle LNG Terminal,Export,Proposed,United States,550000,gal/day,0.44,2026,Jacksonville,Florida,30.40879661,-81.61041174,180666666.7,2024-07-08
0,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Import,Retired,United States,12,mtpa,16.32,1978,Elba Island,Georgia,32.091111,-81.000278,--,2024-07-08
1,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2019,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
2,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2019,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
3,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2019,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
4,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2019,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
5,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2019,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
6,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2020,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
7,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2020,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
8,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2020,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
9,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2020,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
10,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Operating,United States,0.25,mtpa,0.34,2020,Elba Island,Georgia,32.091111,-81.000278,200000000,2024-07-08
11,https://www.gem.wiki/Elba_Island_LNG_Terminal,Elba Island LNG Terminal,Export,Proposed,United States,0.4,mtpa,0.54,2024,Elba Island,Georgia,32.091111,-81.000278,--,2024-07-08
1,https://www.gem.wiki/Eos_FLNG_Terminal,Eos FLNG Terminal,Export,Cancelled,United States,1.6,bcf/d,16.54,--,Brownsville,Texas,25.950835,-97.410844,--,2024-07-08
1,https://www.gem.wiki/Floridian_LNG_Terminal,Floridian LNG Terminal,Export,Cancelled,United States,0.1,bcf/d,1.03,--,Martin County,Florida,27.08,-80.4,--,2024-07-08
0,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Import Terminal,Import,Mothballed,United States,13.2,mtpa,17.95,2008,Freeport,Texas,28.932003,-95.317355,--,2024-07-08
1,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2019,Freeport,Texas,28.932003,-95.317355,4500000000,2024-06-24
2,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2019,Freeport,Texas,28.932003,-95.317355,4500000000,2024-06-24
3,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2020,Freeport,Texas,28.932003,-95.317355,4500000000,2024-06-24
4,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,Export,Proposed,United States,5.1,mtpa,6.94,2028,Freeport,Texas,28.932003,-95.317355,--,2024-06-24
5,https://www.gem.wiki/Freeport_LNG_Terminal,Freeport LNG Terminal,Export,Construction,United States,1.5,mtpa,2.04,2024,Freeport,Texas,28.932003,-95.317355,--,2024-06-24
1,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
2,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
3,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
4,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
5,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
6,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
7,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
8,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
9,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
10,https://www.gem.wiki/G2_LNG_Terminal,G2 LNG Terminal,Export,Cancelled,United States,1.3,mtpa,1.77,2027,Cameron Parish,Louisiana,29.811571,-93.3596,1500000000,2024-07-08
0,https://www.gem.wiki/Golden_Pass_LNG,Golden Pass LNG Import Terminal,Import,Mothballed,United States,15.7,mtpa,21.35,2011,Sabine Pass,Texas,29.761394,-93.919418,--,2024-07-08
1,https://www.gem.wiki/Golden_Pass_LNG,Golden Pass LNG Terminal,Export,Construction,United States,6.03,mtpa,8.21,2025,Sabine Pass,Texas,29.761394,-93.919418,3333333333,2024-07-01
2,https://www.gem.wiki/Golden_Pass_LNG,Golden Pass LNG Terminal,Export,Construction,United States,6.03,mtpa,8.21,2025,Sabine Pass,Texas,29.761394,-93.919418,3333333333,2024-07-01
3,https://www.gem.wiki/Golden_Pass_LNG,Golden Pass LNG Terminal,Export,Construction,United States,6.03,mtpa,8.21,2025,Sabine Pass,Texas,29.761394,-93.919418,3333333333,2024-07-01
0,https://www.gem.wiki/Gulf_LNG,Gulf LNG Import Terminal,Import,Idle,United States,8.8,mtpa,11.97,2011,Pascagoula,Mississippi,30.322382,-88.503663,--,2024-07-08
1,https://www.gem.wiki/Gulf_LNG,Gulf LNG Terminal,Export,Proposed,United States,5.43,mtpa,7.38,2027,Pascagoula,Mississippi,30.322382,-88.503663,4000000000,2024-07-08
2,https://www.gem.wiki/Gulf_LNG,Gulf LNG Terminal,Export,Proposed,United States,5.43,mtpa,7.38,2028,Pascagoula,Mississippi,30.322382,-88.503663,4000000000,2024-07-08
1,https://www.gem.wiki/Ingleside_Energy_LNG_Terminal,Ingleside Energy LNG Terminal,Export,Cancelled,United States,1,bcf/d,10.34,2016,Ingleside,Texas,27.874167,-97.208333,--,2024-07-08
1,https://www.gem.wiki/Jordan_Cove_LNG,Jordan Cove LNG Export Terminal,Export,Cancelled,United States,1.5,mtpa,2.04,2024,Coos Bay,Oregon,43.425,-124.269,--,2024-07-08
2,https://www.gem.wiki/Jordan_Cove_LNG,Jordan Cove LNG Export Terminal,Export,Cancelled,United States,1.5,mtpa,2.04,--,Coos Bay,Oregon,43.425,-124.269,--,2024-07-08
3,https://www.gem.wiki/Jordan_Cove_LNG,Jordan Cove LNG Export Terminal,Export,Cancelled,United States,1.5,mtpa,2.04,--,Coos Bay,Oregon,43.425,-124.269,--,2024-07-08
4,https://www.gem.wiki/Jordan_Cove_LNG,Jordan Cove LNG Export Terminal,Export,Cancelled,United States,1.5,mtpa,2.04,--,Coos Bay,Oregon,43.425,-124.269,--,2024-07-08
5,https://www.gem.wiki/Jordan_Cove_LNG,Jordan Cove LNG Export Terminal,Export,Cancelled,United States,1.5,mtpa,2.04,--,Coos Bay,Oregon,43.425,-124.269,--,2024-07-08
0,https://www.gem.wiki/Kenai_LNG_Terminal,Kenai LNG Terminal,Import,Proposed,United States,0.01,bcf/d,0.07,2025,Kenai,Alaska,60.679484,-151.38834,--,2024-07-08
1,https://www.gem.wiki/Kenai_LNG_Terminal,Kenai LNG Terminal,Export,Mothballed,United States,1.5,mtpa,2.04,1969,Kenai,Alaska,60.679484,-151.38834,--,2024-07-08
0,https://www.gem.wiki/Lake_Charles_LNG,Lake Charles LNG Import Terminal,Import,Mothballed,United States,17.9,mtpa,24.34,1982,Lake Charles,Louisiana,30.120416,-93.287833,--,2024-07-08
1,https://www.gem.wiki/Lake_Charles_LNG,Lake Charles LNG Terminal,Export,Proposed,United States,0.78,bcf/d,8.06,2028,Lake Charles,Louisiana,30.120416,-93.287833,4400000000,2024-07-08
2,https://www.gem.wiki/Lake_Charles_LNG,Lake Charles LNG Terminal,Export,Proposed,United States,0.78,bcf/d,8.06,2028,Lake Charles,Louisiana,30.120416,-93.287833,4400000000,2024-07-08
3,https://www.gem.wiki/Lake_Charles_LNG,Lake Charles LNG Terminal,Export,Proposed,United States,0.78,bcf/d,8.06,2028,Lake Charles,Louisiana,30.120416,-93.287833,4400000000,2024-07-08
1,https://www.gem.wiki/Louisiana_LNG_Terminal,Louisiana LNG Terminal,Export,Cancelled,United States,2.5,mtpa,3.4,--,Plaquemines Parish,Louisiana,29.39,-89.48,--,2024-07-08
2,https://www.gem.wiki/Louisiana_LNG_Terminal,Louisiana LNG Terminal,Export,Cancelled,United States,2.5,mtpa,3.4,--,Plaquemines Parish,Louisiana,29.39,-89.48,--,2024-07-08
1,https://www.gem.wiki/Magnolia_LNG_Terminal,Magnolia LNG Terminal,Export,Proposed,United States,2.2,mtpa,2.99,2027,Lake Charles,Louisiana,30.105668,-93.300819,--,2024-07-08
2,https://www.gem.wiki/Magnolia_LNG_Terminal,Magnolia LNG Terminal,Export,Proposed,United States,2.2,mtpa,2.99,2027,Lake Charles,Louisiana,30.105668,-93.300819,--,2024-07-08
3,https://www.gem.wiki/Magnolia_LNG_Terminal,Magnolia LNG Terminal,Export,Proposed,United States,2.2,mtpa,2.99,2026,Lake Charles,Louisiana,30.105668,-93.300819,--,2024-07-08
4,https://www.gem.wiki/Magnolia_LNG_Terminal,Magnolia LNG Terminal,Export,Proposed,United States,2.2,mtpa,2.99,2026,Lake Charles,Louisiana,30.105668,-93.300819,--,2024-07-08
1,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,Export,Cancelled,United States,2,mtpa,2.72,2022,Cameron Parish,Louisiana,29.79362711,-93.34143969,--,2024-07-08
2,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,Export,Cancelled,United States,2,mtpa,2.72,2022,Cameron Parish,Louisiana,29.79362711,-93.34143969,--,2024-07-08
3,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,Export,Cancelled,United States,2,mtpa,2.72,2022,Cameron Parish,Louisiana,29.79362711,-93.34143969,--,2024-07-08
4,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,Export,Cancelled,United States,2,mtpa,2.72,2022,Cameron Parish,Louisiana,29.79362711,-93.34143969,--,2024-07-08
5,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,Export,Cancelled,United States,2,mtpa,2.72,2022,Cameron Parish,Louisiana,29.79362711,-93.34143969,--,2024-07-08
6,https://www.gem.wiki/Monkey_Island_LNG_Terminal,Monkey Island LNG Terminal,Export,Cancelled,United States,2,mtpa,2.72,2022,Cameron Parish,Louisiana,29.79362711,-93.34143969,--,2024-07-08
1,https://www.gem.wiki/Point_Comfort_LNG_Terminal,Point Comfort LNG Terminal,Export,Cancelled,United States,4.5,mtpa,6.12,--,Point Comfort,Texas,28.676111,-96.558889,--,2024-07-08
2,https://www.gem.wiki/Point_Comfort_LNG_Terminal,Point Comfort LNG Terminal,Export,Cancelled,United States,4.5,mtpa,6.12,--,Point Comfort,Texas,28.676111,-96.558889,--,2024-07-08
1,https://www.gem.wiki/Point_Arthur_LNG_Terminal,Port Arthur LNG Terminal,Export,Construction,United States,6.75,mtpa,9.18,2027,Port Arthur,Texas,29.81166342,-93.95962882,6500000000,2024-07-01
2,https://www.gem.wiki/Point_Arthur_LNG_Terminal,Port Arthur LNG Terminal,Export,Construction,United States,6.75,mtpa,9.18,2028,Port Arthur,Texas,29.81166342,-93.95962882,6500000000,2024-07-01
3,https://www.gem.wiki/Point_Arthur_LNG_Terminal,Port Arthur LNG Terminal,Export,Proposed,United States,6.75,mtpa,9.18,2023,Port Arthur,Texas,29.81166342,-93.95962882,1000000000,2024-07-01
4,https://www.gem.wiki/Point_Arthur_LNG_Terminal,Port Arthur LNG Terminal,Export,Proposed,United States,6.75,mtpa,9.18,2023,Port Arthur,Texas,29.81166342,-93.95962882,1000000000,2024-07-01
1,https://www.gem.wiki/Port_of_Brownsville_LNG_Terminal,Texas LNG Terminal,Export,Proposed,United States,2,mtpa,2.72,2027,Brownsville,Texas,25.950835,-97.410844,1750000000,2024-07-03
2,https://www.gem.wiki/Port_of_Brownsville_LNG_Terminal,Texas LNG Terminal,Export,Proposed,United States,2,mtpa,2.72,2027,Brownsville,Texas,25.950835,-97.410844,1750000000,2024-07-03
1,https://www.gem.wiki/Rio_Grande_LNG_Terminal,Rio Grande LNG Terminal,Export,Construction,United States,5.87,mtpa,7.98,2027,Brownsville,Texas,25.950835,-97.410844,6133333333,2024-07-01
2,https://www.gem.wiki/Rio_Grande_LNG_Terminal,Rio Grande LNG Terminal,Export,Construction,United States,5.87,mtpa,7.98,2027,Brownsville,Texas,25.950835,-97.410844,6133333333,2024-07-01
3,https://www.gem.wiki/Rio_Grande_LNG_Terminal,Rio Grande LNG Terminal,Export,Construction,United States,5.87,mtpa,7.98,2027,Brownsville,Texas,25.950835,-97.410844,6133333333,2024-07-01
4,https://www.gem.wiki/Rio_Grande_LNG_Terminal,Rio Grande LNG Terminal,Export,Proposed,United States,5.4,mtpa,7.34,2029,Brownsville,Texas,25.950835,-97.410844,--,2024-07-01
5,https://www.gem.wiki/Rio_Grande_LNG_Terminal,Rio Grande LNG Terminal,Export,Proposed,United States,5.4,mtpa,7.34,2029,Brownsville,Texas,25.950835,-97.410844,--,2024-07-01
6,https://www.gem.wiki/Rio_Grande_LNG_Terminal,Rio Grande LNG Terminal,Export,Cancelled,United States,4.5,mtpa,6.12,--,Brownsville,Texas,25.950835,-97.410844,--,2024-07-03
0,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Import Terminal,Import,Operating,United States,30.4,mtpa,41.34,2008,Sabine Pass,Louisiana,29.75409666,-93.87405115,--,2024-05-21
1,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2016,Sabine Pass,Louisiana,29.75409666,-93.87405115,3600000000,2024-05-21
2,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2016,Sabine Pass,Louisiana,29.75409666,-93.87405115,3600000000,2024-05-21
3,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2017,Sabine Pass,Louisiana,29.75409666,-93.87405115,3600000000,2024-05-21
4,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2017,Sabine Pass,Louisiana,29.75409666,-93.87405115,3600000000,2024-05-21
5,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Terminal,Export,Operating,United States,5,mtpa,6.8,2018,Sabine Pass,Louisiana,29.75409666,-93.87405115,3600000000,2024-05-21
6,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Terminal,Export,Operating,United States,4.5,mtpa,6.12,2021,Sabine Pass,Louisiana,29.75409666,-93.87405115,2500000000,2024-05-21
7,https://www.gem.wiki/Sabine_Pass_LNG_Terminal,Sabine Pass LNG Terminal,Export,Proposed,United States,16.83,mtpa,22.89,2031,Sabine Pass,Louisiana,29.75409666,-93.87405115,14250000000,2024-05-21
1,https://www.gem.wiki/Strom_LNG_Terminal,Strom LNG Terminal,Export,Cancelled,United States,0.02,bcf/d,0.2,--,Crystal River (or Starke),Florida,28.900556,-82.593611,--,2024-07-08
1,https://www.gem.wiki/Plaquemines_LNG_Terminal,Plaquemines LNG Terminal,Export,Construction,United States,13.33,mtpa,18.13,2024,Plaquemines Parish,Louisiana,29.600411,-89.886404,--,2024-07-01
2,https://www.gem.wiki/Plaquemines_LNG_Terminal,Plaquemines LNG Terminal,Export,Proposed,United States,10,mtpa,13.6,2026,Plaquemines Parish,Louisiana,29.600411,-89.886404,7800000000,2024-07-01
3,https://www.gem.wiki/Plaquemines_LNG_Terminal,Plaquemines LNG Terminal,Export,Proposed,United States,3.2,mtpa,4.35,--,Plaquemines Parish,Louisiana,29.600411,-89.886404,--,2024-07-01
0,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Retired,Algeria,1.3,mtpa,1.77,1964,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
1,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Operating,Algeria,1.32,mtpa,1.8,1978,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
2,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Operating,Algeria,1.32,mtpa,1.8,1978,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
3,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Operating,Algeria,1.32,mtpa,1.8,1978,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
4,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Operating,Algeria,1.32,mtpa,1.8,1978,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
5,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Operating,Algeria,1.32,mtpa,1.8,1978,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
6,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Operating,Algeria,1.32,mtpa,1.8,1978,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
7,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Operating,Algeria,1.37,mtpa,1.86,1981,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
8,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Operating,Algeria,1.37,mtpa,1.86,1981,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
9,https://www.gem.wiki/Arzew-Bethioua_LNG_Terminal,Arzew-Bethioua LNG Terminal,Export,Operating,Algeria,1.37,mtpa,1.86,1981,Bethioua,Oran,35.80452,-0.24097,--,2024-06-24
