ProjectID,Wiki,TerminalName,FacilityType,Status,Country,Capacity,CapacityUnits,CapacityInBcm/y,StartYearEarliest,Location,State/Province,Latitude,Longitude,CostUSD,LastUpdated
0,https://www.gem.wiki/Shin-Sendai_LNG_Terminal,Shin-Sendai LNG Terminal,Import,Operating,Japan,1.7,mtpa,2.31,2015,Sendai,Tohoku,38.27678,141.0393,--,2024-08-26
0,https://www.gem.wiki/Barcelona_LNG_Terminal,Barcelona LNG Terminal,Import,Operating,Spain,12.6,mtpa,17.14,1969,Barcelona,Catalonia,41.3394,2.1583,--,2024-07-26
0,https://www.gem.wiki/Sodegaura_LNG_Terminal,Sodegaura LNG Terminal,Import,Operating,Japan,32.7,mtpa,44.47,1973,Sodegaura,Kanto,35.467955,139.972393,--,2024-08-26
0,https://www.gem.wiki/Bilbao_LNG_Terminal,Bilbao LNG Terminal,Import,Operating,Spain,5.1,mtpa,6.94,2003,Port of Bilbao,Biscay,43.3612,-3.09473,--,2024-07-26
0,https://www.gem.wiki/Sodeshi_Shimizu_LNG_Terminal,Sodeshi Shimizu LNG Terminal,Import,Operating,Japan,2.9,mtpa,3.94,1996,Shimizu Bay,Chūbu,35.0274,138.4978,--,2024-08-26
0,https://www.gem.wiki/Cartagena_LNG_Terminal_(Spain),Cartagena LNG Terminal (Spain),Import,Operating,Spain,8.7,mtpa,11.83,1989,Escombreras Dock,Province of Murcia,37.57457,-0.9595,--,2024-07-26
0,https://www.gem.wiki/Soma_Port_LNG_Terminal,Soma Port LNG Terminal,Import,Mothballed,Japan,1.5,mtpa,2.04,2018,Shinchi Town,Tohoku,37.8501123,140.9496459,--,2024-08-26
0,https://www.gem.wiki/El_Musel_LNG_Terminal,El Musel LNG Terminal,Import,Operating,Spain,8,bcm/y,8,2023,Gijon,Asturias,43.5696,-5.6934,--,2024-07-26
0,https://www.gem.wiki/Tobata_LNG_Terminal,Tobata LNG Terminal,Import,Operating,Japan,7.6,mtpa,10.34,1977,Kitakyushu,Kyushu,33.91818,130.86609,--,2024-08-26
0,https://www.gem.wiki/Gran_Canaria_LNG_Terminal,Gran Canaria LNG Terminal,Import,Cancelled,Spain,1,mtpa,1.36,2029,"Puerto de Arinaga, Canary Islands",Las Palmas,27.851956,-15.401621,295935000,2024-07-26
0,https://www.gem.wiki/Yanai_LNG_Terminal,Yanai LNG Terminal,Import,Operating,Japan,2.3,mtpa,3.13,1990,Yanai,Chugoku,33.950745,132.12518,--,2024-08-26
0,https://www.gem.wiki/Huelva_LNG_Terminal,Huelva LNG Terminal,Import,Operating,Spain,8.7,mtpa,11.83,1988,Huelva,Andalusia,37.17355,-6.911,--,2024-07-26
0,https://www.gem.wiki/Yokkaichi_LNG_Terminal,Yokkaichi Works LNG Terminal,Import,Operating,Japan,2.1,mtpa,2.86,1991,Yokkaichi,Kansai,34.97726,136.666458,--,2024-08-26
0,https://www.gem.wiki/Mugardos_LNG_Terminal,Mugardos LNG Terminal,Import,Operating,Spain,2.6,mtpa,3.54,2007,Mugardos,Galicia,43.4613,-8.2395,--,2024-07-26
1,https://www.gem.wiki/Mugardos_LNG_Terminal,Mugardos LNG Terminal,Import,Cancelled,Spain,3.6,bcm/y,3.6,2024,Mugardos,Galicia,43.4613,-8.2395,436000000,2024-07-26
0,https://www.gem.wiki/Sagunto_LNG_Terminal,Sagunto LNG Terminal,Import,Operating,Spain,6.4,mtpa,8.7,2006,Sagunto Port,Valencia,39.6329,-0.2152,--,2024-07-26
0,https://www.gem.wiki/Tenerife_LNG_Terminal,Tenerife LNG Terminal,Import,Cancelled,Spain,1,mtpa,1.36,--,Granadilla de Abona,Santa Cruz de Tenerife,28.116667,-16.566667,327000000,2024-07-26
0,https://www.gem.wiki/Bah%C3%ADa_Blanca_GasPort_FSRU,Bahia Blanca GasPort FSRU,Import,Idle,Argentina,3.8,mtpa,5.17,2008,"Bahía Blanca, Buenos Aires",Buenos Aires,-38.7855,-62.2869,--,2024-09-06
1,https://www.gem.wiki/Bah%C3%ADa_Blanca_FLNG_Export_Terminal,Bahía Blanca FLNG Export Terminal,Export,Mothballed,Argentina,0.45,mtpa,0.61,2019,"Bahía Blanca, Buenos Aires",,-38.785984,-62.316024,--,2024-09-12
0,https://www.gem.wiki/Brunnsviksholme_LNG_Terminal,Brunnsviksholme LNG Terminal,Import,Operating,Sweden,0.4,mtpa,0.54,2011,"Brunnsviksholme, Nynäshamn Municipality, Stockholm County",,58.922139,17.976153,26950000,2024-07-26
0,https://www.gem.wiki/Dock_Sud_LNG_Terminal,Dock Sud LNG Terminal,Import,Cancelled,Argentina,3.8,mtpa,5.17,--,,Buenos Aires,-34.641667,-58.347778,--,2024-09-12
0,https://www.gem.wiki/Etki_FSRU,Etki FSRU,Import,Operating,Türkiye,5.7,mtpa,7.75,2016,Izmir,Aegean,38.74443,26.895665,--,2023-07-17
0,https://www.gem.wiki/Escobar_FSRU,Escobar FSRU,Import,Operating,Argentina,6.1,mtpa,8.3,2011,Puerto Escobar,Buenos Aires,-34.333333,-58.816667,--,2024-09-12
0,https://www.gem.wiki/Izmir_Aliaga_LNG_Terminal,Izmir Aliaga LNG Terminal,Import,Operating,Türkiye,10.7,mtpa,14.55,2006,Aliaga,Izmir,38.82245489,26.91411088,--,2023-07-17
0,https://www.gem.wiki/Ocean_Cay_LNG_Terminal,Ocean Cay LNG Terminal,Import,Cancelled,Bahamas,6.42,mtpa,8.73,--,Ocean Cay,,25.41667,-79.21667,--,2024-09-12
0,https://www.gem.wiki/Marmara_LNG_Terminal,Marmara LNG Terminal,Import,Operating,Türkiye,5.9,mtpa,8.02,1994,Marmara Ereglisi,Tekirdag,40.99201724,27.98607026,--,2023-07-17
0,https://www.gem.wiki/Guanabara_Bay_FSRU,Guanabara Bay FSRU,Import,Operating,Brazil,8.1,mtpa,11.02,2009,Guanabara Bay,Rio de Janeiro,-22.790278,-43.155556,--,2024-09-12
0,https://www.gem.wiki/Canatxx_LNG_Terminal,Canatxx LNG Terminal,Import,Cancelled,United Kingdom,10,mtpa,13.6,--,Anglesey,Wales,53.283333,-4.333333,--,2024-07-24
0,https://www.gem.wiki/Pec%C3%A9m_FSRU,Pecém FSRU,Import,Idle,Brazil,3.8,mtpa,5.17,2008,Porto de Pecém,Ceará,-3.546667,-38.831389,--,2024-09-12
0,https://www.gem.wiki/Canvey_LNG_Terminal,Canvey LNG Terminal,Import,Cancelled,United Kingdom,4,mtpa,5.44,--,"Thames Road, Canvey Island",East region,51.516,0.583,--,2024-07-24
1,https://www.gem.wiki/Santos_Basin_FLNG_Terminal,Santos Basin FLNG Terminal,Export,Cancelled,Brazil,2.7,mtpa,3.67,--,Santos Basin,São Paulo,-23.936944,-46.325,--,2024-09-12
0,https://www.gem.wiki/Dragon_LNG_Terminal,Dragon LNG Terminal,Import,Operating,United Kingdom,5.6,mtpa,7.62,2009,Waterston,Wales,51.70453,-4.99774,--,2024-07-24
0,https://www.gem.wiki/Colbun_FLNG_Terminal,Colbun FLNG Terminal,Import,Cancelled,Chile,1.5,mtpa,2.04,--,Bay of Quintero,Valparaíso,-32.783333,-71.533333,--,2024-09-12
0,https://www.gem.wiki/Grain_LNG_Terminal,Grain LNG Terminal,Import,Operating,United Kingdom,14.3,mtpa,19.45,2005,Isle of Grain,Kent,51.45107,0.67987,--,2024-07-24
1,https://www.gem.wiki/Grain_LNG_Terminal,Grain LNG Terminal,Import,Construction,United Kingdom,8.7,mtpa,11.83,2025,Isle of Grain,Kent,51.45107,0.67987,218000000,2024-07-24
0,https://www.gem.wiki/Gas_Atacama_FLNG_Terminal,Gas Atacama FLNG Terminal,Import,Cancelled,Chile,1.4,mtpa,1.9,2019,Mejillones,Antofagasta,-23.1,-70.45,--,2024-09-12
0,https://www.gem.wiki/Port_Meridian_FSRU,Port Meridian FSRU,Import,Cancelled,United Kingdom,6,mtpa,8.16,2024,Fylde,North West,53.837,-2.861,441000000,2024-07-24
0,https://www.gem.wiki/Mejillones_LNG_Terminal,Mejillones LNG Terminal,Import,Operating,Chile,1.5,mtpa,2.04,2010,Mejillones,Antofagasta,-23.058828,-70.366058,500000000,2024-09-12
0,https://www.gem.wiki/South_Hook_LNG_Terminal,South Hook LNG Terminal,Import,Operating,United Kingdom,15.6,mtpa,21.22,2009,Milford Haven,Wales,51.7152,-5.07627,--,2024-07-24
1,https://www.gem.wiki/South_Hook_LNG_Terminal,South Hook LNG Terminal,Import,Proposed,United Kingdom,4.6,mtpa,6.26,2025,Milford Haven,Wales,51.7152,-5.07627,--,2024-07-24
0,https://www.gem.wiki/Penco_Lirqu%C3%A9n_FSRU,Penco Lirquén FSRU,Import,Proposed,Chile,2.7,mtpa,3.67,2027,Concepción Bay,Biobío region (VIII),-36.683333,-73.033333,--,2024-09-13
0,https://www.gem.wiki/Teesside_GasPort_FSRU,Teesside GasPort FSRU,Import,Retired,United Kingdom,3,mtpa,4.08,2007,Middlesbrough,,54.57423,-1.23496,--,2024-07-24
1,https://www.gem.wiki/Teesside_GasPort_FSRU,Teesside GasPort FSRU,Import,Proposed,United Kingdom,6,bcm/y,6,--,Middlesbrough,,54.57423,-1.23496,--,2024-07-24
0,https://www.gem.wiki/Quintero_LNG_Terminal,Quintero LNG Terminal,Import,Operating,Chile,4,mtpa,5.44,2009,Bay of Quintero,Valparaíso,-32.783333,-71.533333,1200000000,2024-09-12
1,https://www.gem.wiki/Quintero_LNG_Terminal,Quintero LNG Terminal,Import,Cancelled,Chile,1.83,bcm/y,1.83,--,Bay of Quintero,Valparaíso,-32.783333,-71.533333,--,2024-09-12
0,https://www.gem.wiki/Ukraine_LNG_Terminal,Ukraine LNG Terminal,Import,Cancelled,Ukraine,7.3,mtpa,9.93,--,Yuzhnyi Port,Odessa Oblast,46.623611,31.101111,1210000000,2024-07-23
0,https://www.gem.wiki/Cartagena_FSRU_(Colombia),Cartagena FSRU (Colombia),Import,Operating,Colombia,4.13,bcm/y,4.13,2016,Cartagena,Bolivar,10.4,-75.5,--,2024-09-12
1,https://www.gem.wiki/Cartagena_FSRU_(Colombia),Cartagena FSRU (Colombia),Import,Proposed,Colombia,0.52,bcm/y,0.52,2023,Cartagena,Bolivar,10.4,-75.5,--,2024-08-28
2,https://www.gem.wiki/Cartagena_FSRU_(Colombia),Cartagena FSRU (Colombia),Import,Proposed,Colombia,0.86,bcm/y,0.85,2026,Cartagena,Bolivar,10.4,-75.5,--,2024-08-28
1,https://www.gem.wiki/Colombia_FLNG_Terminal,Colombia FLNG Terminal,Export,Cancelled,Colombia,0.5,mtpa,0.68,--,Barranquilla,,10.963889,-74.796389,--,2024-09-12
0,https://www.gem.wiki/El_Viajano_Altenesol_LNG_Terminal,El Viajano Altenesol LNG Terminal,Import,Cancelled,Colombia,,,--,--,El Viajano,Cordoba,8.75,-75.883333,--,2024-09-12
0,https://www.gem.wiki/Andr%C3%A9s_LNG_Terminal,Andrés LNG Terminal,Import,Operating,Dominican Republic,1.9,mtpa,2.58,2003,Andres,Santo Domingo,18.406993,-69.628234,400000000,2024-09-06
0,https://www.gem.wiki/San_Pedro_de_Macoris_LNG_Terminal,San Pedro de Macoris LNG Terminal,Import,Cancelled,Dominican Republic,1,mtpa,1.36,--,San Pedro Macorís,San Pedro Macorís,18.45,-69.3,--,2024-09-12
0,https://www.gem.wiki/El_Salvador_FSRU,El Salvador FSRU,Import,Cancelled,El Salvador,0.5,mtpa,0.68,--,Port of La Union,La Unión,13.336944,-87.843889,--,2024-09-12
0,https://www.gem.wiki/Altamira_LNG_Terminal,Altamira LNG Terminal,Import,Operating,Mexico,5.7,mtpa,7.75,2006,Altamira Port,Tamaulipas,22.3375,-97.869444,--,2024-09-13
0,https://www.gem.wiki/Lazaro_Cardenas_LNG_Terminal,Lazaro Cardenas LNG Terminal,Import,Cancelled,Mexico,3.8,mtpa,5.17,--,Port of Lázaro Cárdenas,Michoacán,17.927,-102.169,--,2024-09-12
0,https://www.gem.wiki/Manzanillo_(Mexico)_LNG_Terminal,Manzanillo (Mexico) LNG Terminal,Import,Operating,Mexico,3.8,mtpa,5.17,2012,Manzanillo,Colima,19.052222,-104.315833,--,2024-09-13
0,https://www.gem.wiki/Progreso_LNG_Terminal,Progreso LNG Terminal,Import,Cancelled,Mexico,5.1,mtpa,6.94,--,Progreso,Yucatan,21.28,-89.67,--,2024-09-12
0,https://www.gem.wiki/Costa_Norte_LNG_Terminal,Costa Norte LNG Terminal,Import,Operating,Panama,1.5,mtpa,2.04,2018,Colon,Colon,9.357222,-79.898611,--,2024-09-06
1,https://www.gem.wiki/Peru_LNG_Terminal,Peru LNG Terminal,Export,Operating,Peru,4.45,mtpa,6.05,2010,"Pampa Melchorita, Lima",Ica,-13.2451,-76.297,3800000000,2024-09-13
0,https://www.gem.wiki/Aguirre_GasPort_FSRU,Aguirre GasPort FSRU,Import,Cancelled,United States,3.8,mtpa,5.17,--,Guayama,Guayama,17.974167,-66.11,--,2024-07-08
0,https://www.gem.wiki/Penuelas_LNG_Terminal,Penuelas LNG Terminal,Import,Operating,United States,2,mtpa,2.72,2000,Punta Guayanilla,Penuelas,18.059444,-66.7225,--,2024-07-08
1,https://www.gem.wiki/Atlantic_LNG_Terminal,Atlantic LNG Terminal,Export,Mothballed,Trinidad and Tobago,3.3,mtpa,4.49,1999,Point Fortin bor,,10.18106,-61.69189,718811880,2024-09-13
2,https://www.gem.wiki/Atlantic_LNG_Terminal,Atlantic LNG Terminal,Export,Operating,Trinidad and Tobago,3.4,mtpa,4.62,2002,Point Fortin bor,,10.18106,-61.69189,740594060,2024-09-13
3,https://www.gem.wiki/Atlantic_LNG_Terminal,Atlantic LNG Terminal,Export,Operating,Trinidad and Tobago,3.4,mtpa,4.62,2003,Point Fortin bor,,10.18106,-61.69189,740594060,2024-09-13
4,https://www.gem.wiki/Atlantic_LNG_Terminal,Atlantic LNG Terminal,Export,Operating,Trinidad and Tobago,5.2,mtpa,7.07,2007,Point Fortin bor,,10.18106,-61.69189,1200000000,2024-09-13
5,https://www.gem.wiki/Atlantic_LNG_Terminal,Atlantic LNG Terminal,Export,Cancelled,Trinidad and Tobago,,,--,--,Point Fortin bor,,10.18106,-61.69189,--,2024-09-12
0,https://www.gem.wiki/GNL_Del_Plata_FSRU,GNL Del Plata FSRU,Import,Cancelled,Uruguay,0.1,mtpa,0.14,--,Punta Sayago,Montevideo,-34.883611,-56.181944,--,2024-09-12
0,https://www.gem.wiki/Bahrain_Hidd_FLNG_Terminal,Bahrain Hidd FLNG Terminal,Import,Idle,Bahrain,6,mtpa,8.16,2019,Al Hidd,Muharraq Island,26.2104277,50.70314318,991000000,2024-06-03
1,https://www.gem.wiki/Iran_NIOC_LNG_Terminal,Iran NIOC LNG Terminal,Export,Construction,Iran,5.4,mtpa,7.34,2025,Tombak Port,Bushehr Province,27.476111,52.6075,5000000000,2024-06-25
2,https://www.gem.wiki/Iran_NIOC_LNG_Terminal,Iran NIOC LNG Terminal,Export,Construction,Iran,5.4,mtpa,7.34,2025,Tombak Port,Bushehr Province,27.476111,52.6075,5000000000,2024-06-25
3,https://www.gem.wiki/Iran_NIOC_LNG_Terminal,Iran NIOC LNG Terminal,Export,Construction,Iran,1.5,mtpa,2.04,2026,Tombak Port,Bushehr Province,27.476111,52.6075,--,2024-06-25
1,https://www.gem.wiki/North_Pars_LNG_Terminal,North Pars LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,--,South Pars gas field,Perian Gulf,26.619125,52.067964,--,2024-06-24
2,https://www.gem.wiki/North_Pars_LNG_Terminal,North Pars LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,--,South Pars gas field,Perian Gulf,26.619125,52.067964,--,2024-06-24
3,https://www.gem.wiki/North_Pars_LNG_Terminal,North Pars LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,--,South Pars gas field,Perian Gulf,26.619125,52.067964,--,2024-06-24
4,https://www.gem.wiki/North_Pars_LNG_Terminal,North Pars LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,--,South Pars gas field,Perian Gulf,26.619125,52.067964,--,2024-06-24
1,https://www.gem.wiki/Kangan_LNG_Terminal,Kangan LNG Terminal,Export,Cancelled,Iran,2,mtpa,2.72,2024,Tombak Port,Bushehr Province,27.476111,52.6075,--,2024-06-24
1,https://www.gem.wiki/Persian_NIOC_LNG_Terminal,Persian NIOC LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,--,Tombak Port,Bushehr Province,27.476111,52.6075,5000000000,2024-06-24
2,https://www.gem.wiki/Persian_NIOC_LNG_Terminal,Persian NIOC LNG Terminal,Export,Cancelled,Iran,8,mtpa,10.88,--,Tombak Port,Bushehr Province,27.476111,52.6075,5000000000,2024-06-24
1,https://www.gem.wiki/Iran_FLNG,Iran FLNG Terminal,Export,Cancelled,Iran,0.5,mtpa,0.68,--,Kharg Island,,29.235481,50.31,600000000,2024-06-24
1,https://www.gem.wiki/Eilat_FLNG_Terminal,Eilat FLNG Terminal,Export,Cancelled,Israel,5,mtpa,6.8,--,Eilat,,29.55,34.95,6000000000,2024-06-06
0,https://www.gem.wiki/Hadera_FSRU_Terminal,Hadera FSRU Terminal,Import,Idle,Israel,3.8,mtpa,5.17,2013,Hadera,Sharon,32.45,34.916667,--,2024-06-06
1,https://www.gem.wiki/Tamar_FLNG_Terminal,Tamar FLNG Terminal,Export,Cancelled,Israel,3,mtpa,4.08,--,Tamar,,33.078333,33.951389,3270000000,2024-06-06
0,https://www.gem.wiki/Aqaba_Jordan_FSRU,Aqaba Jordan FSRU,Import,Operating,Jordan,3.8,mtpa,5.17,2015,Aqaba Port,Aqaba,29.3752527,34.9635687,--,2024-06-06
0,https://www.gem.wiki/Mina_Al-Ahmadi_LNG_Terminal,Mina Al-Ahmadi Explorer FSRU,Import,Idle,Kuwait,3.8,mtpa,5.17,2009,Al Ahmadi,Al Ahmadi,29.07137731,48.16090089,--,2024-06-11
1,https://www.gem.wiki/Mina_Al-Ahmadi_LNG_Terminal,Mina Al-Ahmadi Golar FSRU,Import,Idle,Kuwait,5.8,mtpa,7.89,2014,Al Ahmadi,Al Ahmadi,29.07137731,48.16090089,--,2024-06-11
1,https://www.gem.wiki/Oman_Qalhat_LNG_Terminal,Oman Qalhat LNG Terminal,Export,Operating,Oman,3.8,mtpa,5.17,1999,Qalhat,Ash Sharqiyah,22.6586,59.40748,1000000000,2024-06-17
2,https://www.gem.wiki/Oman_Qalhat_LNG_Terminal,Oman Qalhat LNG Terminal,Export,Operating,Oman,3.8,mtpa,5.17,2000,Qalhat,Ash Sharqiyah,22.6586,59.40748,1000000000,2024-06-17
3,https://www.gem.wiki/Oman_Qalhat_LNG_Terminal,Oman Qalhat LNG Terminal,Export,Operating,Oman,3.8,mtpa,5.17,2006,Qalhat,Ash Sharqiyah,22.6586,59.40748,--,2024-06-17
4,https://www.gem.wiki/Oman_Qalhat_LNG_Terminal,Oman Qalhat LNG Terminal,Export,Operating,Oman,0,mtpa,0,2022,Qalhat,Ash Sharqiyah,22.6586,59.40748,--,2024-06-17
6,https://www.gem.wiki/Oman_Qalhat_LNG_Terminal,Oman Qalhat LNG Terminal,Export,Proposed,Oman,3.6,mtpa,4.9,--,Qalhat,Ash Sharqiyah,22.6586,59.40748,--,2024-06-17
1,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,Qatargas 1 Ras Laffan LNG Terminal,Export,Operating,Qatar,3.3,mtpa,4.49,1996,Ras Laffan Industrial City,Al Khawr,25.9146,51.5564,766666666,2024-05-29
2,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,Qatargas 1 Ras Laffan LNG Terminal,Export,Operating,Qatar,3.3,mtpa,4.49,1997,Ras Laffan Industrial City,Al Khawr,25.9146,51.5564,766666666,2024-05-29
3,https://www.gem.wiki/Qatargas_1_Ras_Laffan_LNG_Terminal,Qatargas 1 Ras Laffan LNG Terminal,Export,Operating,Qatar,3.3,mtpa,4.49,1998,Ras Laffan Industrial City,Al Khawr,25.9146,51.5564,766666666,2024-05-29
1,https://www.gem.wiki/Qatargas_2_Ras_Laffan_LNG_Terminal,Qatargas 2 Ras Laffan LNG Terminal,Export,Operating,Qatar,7.8,mtpa,10.61,2009,Ras Laffan Industrial City,Al Khawr,25.9107,51.5591,--,2024-05-29
2,https://www.gem.wiki/Qatargas_2_Ras_Laffan_LNG_Terminal,Qatargas 2 Ras Laffan LNG Terminal,Export,Operating,Qatar,7.8,mtpa,10.61,2009,Ras Laffan Industrial City,Al Khawr,25.9107,51.5591,--,2024-05-29
3,https://www.gem.wiki/Qatargas_3_Ras_Laffan_LNG_Terminal,Qatargas 2 Ras Laffan LNG Terminal,Export,Operating,Qatar,7.8,mtpa,10.61,2010,Ras Laffan Industrial City,Al Khawr,25.9013,51.5558,--,2024-05-29
4,https://www.gem.wiki/Qatargas_4_Ras_Laffan_LNG_Terminal,Qatargas 2 Ras Laffan LNG Terminal,Export,Operating,Qatar,7.8,mtpa,10.61,2011,Ras Laffan Industrial City,Al Khawr,25.9005,51.55767,--,2024-05-29
1,https://www.gem.wiki/Rasgas_LNG_Terminal_1,Rasgas LNG Terminal 1,Export,Operating,Qatar,3.3,mtpa,4.49,1999,Ras Laffan Industrial City,Al Khawr,25.89027,51.5491,--,2024-05-29
2,https://www.gem.wiki/Rasgas_LNG_Terminal_1,Rasgas LNG Terminal 1,Export,Operating,Qatar,3.3,mtpa,4.49,1999,Ras Laffan Industrial City,Al Khawr,25.89027,51.5491,--,2024-05-29
3,https://www.gem.wiki/Rasgas_LNG_Terminal_2,Rasgas LNG Terminal 2,Export,Operating,Qatar,4.7,mtpa,6.39,2004,Ras Laffan Industrial City,Al Khawr,25.891,51.5457,--,2024-05-29
4,https://www.gem.wiki/Rasgas_LNG_Terminal_2,Rasgas LNG Terminal 2,Export,Operating,Qatar,4.7,mtpa,6.39,2005,Ras Laffan Industrial City,Al Khawr,25.891,51.5457,--,2024-05-29
5,https://www.gem.wiki/Rasgas_LNG_Terminal_2,Rasgas LNG Terminal 2,Export,Operating,Qatar,4.7,mtpa,6.39,2007,Ras Laffan Industrial City,Al Khawr,25.891,51.5457,--,2024-05-29
6,https://www.gem.wiki/Rasgas_LNG_Terminal_3,Rasgas LNG Terminal 3,Export,Operating,Qatar,7.8,mtpa,10.61,2009,Ras Laffan Industrial City,Al Khawr,25.8939,51.5418,--,2024-05-29
7,https://www.gem.wiki/Rasgas_LNG_Terminal_3,Rasgas LNG Terminal 3,Export,Operating,Qatar,7.8,mtpa,10.61,2010,Ras Laffan Industrial City,Al Khawr,25.8939,51.5418,--,2024-05-29
1,https://www.gem.wiki/Das_Island_LNG_Terminal,Das Island LNG Terminal,Export,Operating,United Arab Emirates,1.7,mtpa,2.31,1977,Das Island,Abu Dhabi,25.1609,52.8766,--,2024-06-05
2,https://www.gem.wiki/Das_Island_LNG_Terminal,Das Island LNG Terminal,Export,Operating,United Arab Emirates,1.7,mtpa,2.31,1977,Das Island,Abu Dhabi,25.1609,52.8766,--,2024-06-05
3,https://www.gem.wiki/Das_Island_LNG_Terminal,Das Island LNG Terminal,Export,Operating,United Arab Emirates,2.6,mtpa,3.54,1994,Das Island,Abu Dhabi,25.1609,52.8766,--,2024-06-05
0,https://www.gem.wiki/Fujairah_LNG_Terminal,Fujairah LNG Terminal,Import,Cancelled,United Arab Emirates,8,mtpa,10.88,--,Fujairah,Fujairah,25.266667,56.333333,--,2024-06-05
1,https://www.gem.wiki/Fujairah_LNG_Terminal,Fujairah LNG Terminal,Export,Cancelled,United Arab Emirates,4.8,mtpa,6.53,2027,Fujairah,Fujairah,25.266667,56.333333,--,2024-06-05
2,https://www.gem.wiki/Fujairah_LNG_Terminal,Fujairah LNG Terminal,Export,Cancelled,United Arab Emirates,4.8,mtpa,6.53,2027,Fujairah,Fujairah,25.266667,56.333333,--,2024-06-05
0,https://www.gem.wiki/Jebel_Ali_FLNG_Terminal,Jebel Ali FLNG Terminal,Import,Operating,United Arab Emirates,6,mtpa,8.16,2010,Jebel Ali port,Dubai,25.03103,55.0667,--,2024-06-05
0,https://www.gem.wiki/Ruwais_FSRU,Ruwais FSRU,Import,Operating,United Arab Emirates,3.8,mtpa,5.17,2016,Ruwais,Abu Dhabi,24.1483,52.7389,--,2024-06-05
1,https://www.gem.wiki/Yemen_LNG_Terminal,Yemen LNG Terminal ,Export,Mothballed,Yemen,3.6,mtpa,4.9,2009,Balhaf,Shabwah,13.9812,48.18115,--,2024-05-30
2,https://www.gem.wiki/Yemen_LNG_Terminal,Yemen LNG Terminal ,Export,Mothballed,Yemen,3.6,mtpa,4.9,2010,Balhaf,Shabwah,13.9812,48.18115,--,2024-05-30
0,https://www.gem.wiki/Port_Kembla_FSRU,Port Kembla FSRU Terminal,Import,Construction,Australia,304,TJ/d,3.17,2026,Port Kembla,New South Wales,-34.4814133,150.8893602,181593000,2024-05-14
0,https://www.gem.wiki/Outer_Harbor_FSRU,Outer Harbor FSRU,Import,Construction,Australia,1.1,mtpa,1.5,2026,Port Adelaide,South Australia,-34.769985,138.502867,145274400,2024-05-14
0,https://www.gem.wiki/West_Yantai_LNG_Terminal,West Yantai LNG Terminal,Import,Shelved,China,,,--,--,Fushan Dajijia Town,Shandong,37.71420204,121.0901592,--,2024-01-31
0,https://www.gem.wiki/Yueyang_LNG_Terminal,Yueyang LNG Terminal,Import,Construction,China,1.5,mtpa,2.04,--,Junshan District Guangxingzhou Town,Hunan,29.577548,112.911354,318400000,2024-02-01
0,https://www.gem.wiki/FGEN_Batangas_LNG_Terminal,FGEN Batangas LNG Terminal,Import,Proposed,Philippines,5,mtpa,6.8,2023,Batangas,Batangas,13.7707075,121.0354947,1000000000,2024-07-15
0,https://www.gem.wiki/Engro_FSRU_2,Engro FSRU 2,Import,Cancelled,Pakistan,4.5,mtpa,6.12,2021,Port Qasim,Sindh,24.766667,67.333333,--,2024-06-28
0,https://www.gem.wiki/KOGAS_Dangjin_LNG_Terminal,KOGAS Dangjin LNG Terminal,Import,Construction,South Korea,11.6,mtpa,15.78,2031,Dangjin,South Chungcheong,37.000213,126.3788396,--,2024-09-04
0,https://www.gem.wiki/Hsieh-Ho_LNG_Terminal,Hsieh-Ho LNG Terminal,Import,Proposed,Taiwan,1.8,mtpa,2.45,2025,Hsieh-Ho,Keelung,25.16060244,121.7349555,--,2024-07-10
0,https://www.gem.wiki/Matarbari_LNG_Terminal,Matarbari LNG Terminal,Import,Proposed,Bangladesh,7.5,mtpa,10.2,2027,Martarbari,Chittagong,21.7271477,91.8797371,1000000000,2024-06-10
1,https://www.gem.wiki/Gorskaya_FLNG_Terminal,Gorskaya FLNG Terminal,Export,Cancelled,Russia,0.42,mtpa,0.57,--,St. Petersburg,Leningrad Oblast,60.026647,29.951994,104430000,2024-05-07
2,https://www.gem.wiki/Gorskaya_FLNG_Terminal,Gorskaya FLNG Terminal,Export,Cancelled,Russia,0.42,mtpa,0.57,--,St. Petersburg,Leningrad Oblast,60.026647,29.951994,104430000,2024-05-07
3,https://www.gem.wiki/Gorskaya_FLNG_Terminal,Gorskaya FLNG Terminal,Export,Cancelled,Russia,0.42,mtpa,0.57,--,St. Petersburg,Leningrad Oblast,60.026647,29.951994,104430000,2024-05-07
0,https://www.gem.wiki/D%C3%B6rtyol_FSRU,Dörtyol FSRU,Import,Operating,Türkiye,7.5,mtpa,10.2,2018,Dörtyol,Hatay,36.85099026,36.12597587,--,2023-07-17
1,https://www.gem.wiki/Crimea_LNG_Terminal,Crimea LNG Terminal,Export,Cancelled,Ukraine,,,--,--,,Crimea,45.3098595,33.9329082,--,2024-07-23
